user,friends_of_friends
10597,1177
10598,731
10599,1484
10600,1457
10601,146
10602,455
10603,75
10604,1667
10605,1151
10606,59
10607,3981
10608,805
10609,1817
10611,408
10612,614
10613,1379
10614,3710
10615,618
10616,251
10617,2299
10618,3971
10619,2892
10620,366
10621,389
10622,5510
10623,4682
10624,436
10625,1948
10626,502
10627,125
10628,3981
10629,1682
10630,3666
10631,2667
10632,896
10633,1132
10634,2469
10635,6890
10636,1571
10637,1819
10638,7129
10639,6147
10640,4739
10641,8559
10642,7502
10643,2553
10644,8547
10645,11304
10646,8051
10647,8045
10648,9148
10649,7800
10650,10421
10651,6786
10652,6901
10653,922
10654,7120
10655,919
10656,11641
10657,1784
10658,7484
10659,64
10660,8261
10661,806
10662,7296
10663,841
10664,8792
10665,643
10666,7637
10667,1550
10668,7701
10669,254
10670,338
10671,2663
10672,1517
10673,422
10674,182
10675,485
10676,756
10677,139
10678,302
10679,8037
10680,2225
10681,700
10682,1023
10683,15
10684,416
10685,469
10686,889
10687,846
10688,235
10689,149
10690,97
10691,436
10692,119
10693,4146
10694,132
10695,448
10696,509
10697,276
10698,338
10699,2797
10700,670
10701,87
10702,619
10703,9340
10704,602
10705,303
10706,1343
10707,87
10708,622
10709,2737
10710,5162
10711,13653
10712,574
10713,3513
10714,1740
10715,2281
10716,3054
10717,455
10718,6866
10719,2302
10720,3064
10721,1397
10722,1470
10723,304
10724,983
10725,8851
10726,9917
10727,963
10728,855
10729,2386
10730,2081
10731,3443
10732,687
10733,2393
10734,2451
10735,1462
10736,5792
10737,1505
10738,625
10739,917
10740,1442
10741,256
10742,1482
10743,791
10744,1374
10745,5477
10746,3725
10747,1015
10748,879
10749,848
10750,1060
10751,421
10752,1319
10753,1522
10754,712
10755,1598
10756,1094
10757,152
10758,1153
10759,1358
10760,3757
10761,7949
10762,8916
10763,4551
10764,659
10765,5282
10766,1291
10767,3102
10768,968
10769,17
10770,405
10771,8324
10772,777
10773,2331
10774,422
10775,522
10776,602
10777,543
10778,859
10779,1238
10780,2041
10781,988
10782,923
10783,3260
10784,2602
10785,1550
10786,64
10787,1056
10788,298
10789,786
10790,1398
10791,1683
10792,3451
10793,1752
10794,2330
10795,608
10796,2177
10797,74
10798,10
10799,50
10800,173
10801,370
10802,924
10803,494
10804,4124
10805,819
10806,545
10807,508
10808,874
10809,220
10810,882
10811,299
10812,1341
10813,1099
10814,307
10815,1642
10816,558
10817,348
10818,384
10819,618
10820,487
10821,3039
10822,303
10823,2164
10824,2762
10825,4284
10826,2083
10827,975
10828,1379
10829,3818
10831,2581
10832,3680
10833,4856
10834,75
10835,115
10836,168
10837,1664
10838,475
10839,320
10840,1002
10841,1020
10842,197
10843,2239
10844,1570
10845,2380
10846,943
10847,521
10848,629
10849,1183
10850,665
10851,1365
10852,2156
10854,75
10855,443
10856,1853
10857,8361
10858,4373
10859,4158
10860,3116
10861,5894
10863,12256
10864,7401
10865,571
10866,3280
10867,4638
10868,633
10869,1030
10870,3702
10871,13809
10872,3479
10873,2005
10874,3152
10875,2004
10876,4275
10877,5158
10878,4288
10879,3596
10880,3993
10881,1683
10882,565
10883,2647
10884,682
10885,2782
10886,1167
10887,1352
10888,1609
10889,2319
10890,18
10891,1469
10892,13726
10893,1006
10894,2064
10895,2735
10896,2270
10897,1355
10898,2640
10899,3051
10900,585
10901,1404
10902,1628
10903,7952
10904,7286
10905,24328
10906,9328
10907,9704
10908,8627
10909,11066
10910,7443
10911,6660
10912,6853
10913,6884
10914,9817
10915,7522
10916,7638
10917,9168
10918,7959
10919,7588
10920,11167
10921,9140
10922,15723
10923,2091
10924,1627
10925,3606
10926,5470
10927,650
10928,3057
10929,820
10930,3072
10931,2880
10932,9508
10933,2349
10934,12588
10935,374
10936,2696
10937,6182
10938,1570
10939,2115
10940,952
10941,704
10942,1653
10943,513
10944,418
10945,892
10946,725
10947,825
10948,1299
10949,594
10950,665
10951,747
10952,1414
10953,141
10954,623
10955,1373
10956,886
10957,7111
10958,9895
10959,146
10960,3094
10961,680
10962,1404
10963,3132
10964,7096
10965,496
10966,5946
10967,13680
10968,1174
10969,1407
10970,2884
10971,1318
10972,8258
10973,3811
10974,2573
10975,1740
10976,2626
10977,115
10978,178
10979,1777
10980,2376
10981,5629
10982,1028
10983,9346
10984,6292
10985,6426
10986,858
10987,305
10988,221
10989,102
10990,3518
10991,1029
10992,812
10993,2087
10994,1314
10995,2024
10996,1432
10997,1439
10998,6571
10999,1266
11000,10932
11001,2773
11002,2431
11003,1249
11004,794
11005,7070
11006,2298
11007,9426
11008,4446
11009,3372
11010,1019
11011,2054
11012,1396
11013,2343
11014,1589
11015,1702
11016,530
11017,2149
11018,807
11019,299
11020,4868
11021,908
11022,1766
11023,2663
11024,1031
11025,1754
11026,701
11027,1066
11028,127
11029,234
11030,1679
11031,2344
11032,407
11033,796
11034,1039
11035,283
11036,3820
11037,512
11038,1301
11039,277
11040,80
11041,431
11042,1429
11043,1667
11044,705
11045,2900
11046,1616
11047,5026
11049,13076
11050,32
11051,8623
11053,4784
11054,247
11055,1969
11056,2313
11057,3231
11058,541
11059,17053
11060,2032
11061,2660
11062,431
11063,17
11064,372
11065,377
11067,162
11068,1777
11069,4529
11070,5259
11071,2904
11072,1528
11073,992
11074,5879
11075,2656
11076,5132
11077,2308
11078,3736
11079,833
11080,2852
11081,646
11082,3464
11083,978
11084,1533
11085,5592
11086,1217
11087,2197
11088,1895
11089,4830
11090,2088
11091,1968
11092,3681
11093,1307
11094,4414
11095,3766
11096,3765
11097,817
11098,2404
11099,3031
11100,2004
11101,965
11102,928
11103,2102
11104,1244
11105,1779
11106,508
11107,5961
11108,1796
11109,1099
11110,1677
11111,1193
11112,1061
11113,7
11114,2105
11115,713
11116,1837
11117,8380
11118,16500
11119,6749
11120,7836
11121,6816
11122,9160
11123,35564
11124,7537
11125,7142
11126,6964
11127,7855
11128,7985
11129,7689
11130,7625
11131,8310
11132,6768
11133,9032
11134,16659
11135,7202
11136,7683
11137,642
11138,1418
11139,492
11140,3629
11141,410
11142,118
11143,1411
11144,1772
11145,1333
11146,2790
11147,2206
11148,1342
11149,1508
11150,1322
11151,11231
11152,2909
11153,2643
11154,6649
11155,3096
11156,5398
11157,2653
11158,2827
11159,6826
11160,1800
11161,3744
11162,5142
11163,3314
11164,886
11165,1832
11166,822
11167,537
11168,1828
11169,11345
11170,7419
11171,1034
11172,5120
11173,9880
11174,4868
11175,11406
11176,291
11177,1457
11178,1078
11179,1891
11180,2534
11181,774
11182,1213
11183,195
11184,3766
11185,8321
11186,2334
11187,825
11188,232
11189,431
11190,854
11191,2598
11192,454
11193,4530
11194,1451
11195,2434
11196,1020
11197,3489
11198,410
11199,4133
11200,1947
11201,3147
11202,1606
11203,565
11204,6191
11205,719
11206,975
11207,2871
11208,331
11209,1541
11210,902
11211,2421
11212,2451
11213,5030
11214,11222
11215,1521
11216,5407
11217,2799
11218,996
11219,2940
11220,4625
11221,2463
11222,6287
11223,2573
11224,2756
11225,2326
11226,1768
11227,1424
11228,1328
11229,5034
11230,1117
11231,381
11232,6782
11233,2496
11234,1157
11235,21181
11236,10156
11237,2383
11238,2231
11239,8805
11240,3265
11241,322
11242,215
11243,2277
11244,5481
11245,2411
11246,665
11247,2473
11248,6797
11249,629
11250,5578
11251,5990
11252,7192
11253,5191
11254,3112
11255,7464
11256,1212
11257,1837
11258,13131
11259,2621
11260,778
11261,1346
11262,1293
11263,1578
11264,1531
11265,1361
11266,2475
11267,1957
11268,2339
11269,1165
11270,2776
11271,2687
11272,3766
11273,378
11274,9922
11275,4260
11276,2228
11277,3743
11278,3862
11279,3221
11280,4535
11281,5918
11282,3031
11283,7645
11284,6305
11285,909
11286,3087
11287,1435
11288,1339
11289,363
11290,9354
11291,7374
11292,11581
11293,8069
11294,8685
11295,7649
11296,8436
11297,10095
11298,13158
11299,10343
11300,30775
11301,7815
11302,766
11303,6884
11304,9416
11305,10856
11306,7576
11307,1298
11308,10496
11309,1424
11310,8430
11311,537
11312,8482
11313,3903
11314,2381
11315,5247
11316,2184
11317,2966
11318,2023
11319,2119
11320,11126
11321,2400
11322,5903
11323,927
11324,1439
11325,938
11326,919
11327,4120
11328,2252
11329,8552
11330,150
11331,3410
11332,2149
11333,1861
11334,1177
11335,415
11336,953
11337,17983
11338,13917
11339,1112
11340,363
11341,1194
11342,1112
11343,2641
11344,2437
11345,1428
11346,3643
11347,1945
11348,2110
11349,825
11350,1796
11351,3761
11352,1366
11353,2062
11354,648
11355,3063
11356,2027
11357,4308
11358,6919
11359,11270
11360,6227
11361,10730
11362,9341
11363,276
11364,1860
11365,6383
11366,830
11367,173
11368,609
11369,2604
11370,1707
11371,2056
11372,87
11373,715
11374,1254
11375,747
11376,1098
11377,2849
11378,1452
11379,2444
11380,353
11381,156
11382,950
11383,652
11384,942
11385,211
11386,630
11387,1690
11388,1653
11389,1830
11390,864
11391,722
11392,459
11393,3830
11394,3202
11395,2318
11396,4199
11397,1642
11398,1716
11399,3118
11400,1762
11401,13137
11402,433
11403,2689
11404,8657
11405,4356
11406,630
11407,5853
11408,4421
11409,4119
11410,3173
11411,2146
11412,2968
11413,2541
11414,678
11415,859
11416,1051
11417,97
11418,1500
11419,1852
11420,726
11421,653
11422,1149
11423,322
11424,5980
11425,101
11426,2232
11427,694
11428,1748
11429,2733
11430,1984
11431,13512
11432,3629
11433,6911
11434,148
11435,1442
11436,14017
11437,2457
11438,5603
11439,4350
11440,1797
11441,991
11442,603
11443,8
11444,1961
11446,4769
11447,832
11448,9
11449,11237
11450,24548
11451,8986
11452,10372
11453,23198
11454,1255
11455,7177
11456,8954
11457,11360
11458,7965
11459,7207
11460,7767
11461,8119
11462,15151
11463,12457
11464,7626
11465,1555
11466,10027
11467,606
11468,7303
11469,11733
11470,701
11471,756
11472,1546
11473,1844
11474,1597
11475,599
11476,1
11477,1778
11478,189
11479,1564
11480,872
11481,1579
11482,2276
11483,3104
11484,2220
11485,3762
11486,179
11487,3313
11488,4563
11489,1203
11490,786
11491,2925
11492,955
11493,3995
11494,3592
11495,194
11496,1049
11497,2009
11498,23862
11499,2435
11500,209
11501,177
11502,3634
11503,1781
11504,2310
11505,2262
11506,1917
11507,7800
11508,1729
11509,2914
11510,2578
11511,2911
11512,1183
11513,872
11514,8524
11515,1442
11516,3463
11517,4415
11518,2078
11519,1248
11520,1871
11521,1644
11522,4579
11523,2569
11524,1626
11525,4687
11526,2860
11527,2527
11528,3744
11529,1322
11530,984
11531,1252
11532,2563
11533,9
11534,4886
11535,1095
11536,3018
11537,2153
11538,94
11539,3209
11540,332
11541,12559
11544,1392
11545,2480
11546,433
11547,3495
11548,1850
11549,428
11550,270
11551,3801
11552,496
11553,1346
11554,1798
11555,8165
11556,394
11557,3659
11558,3574
11559,4363
11560,2181
11561,4263
11562,8003
11563,858
11564,1352
11565,340
11566,493
11567,1078
11568,3197
11569,756
11570,3445
11571,7950
11572,262
11573,3470
11574,3488
11575,6032
11576,663
11577,1936
11578,850
11579,950
11580,2082
11581,172
11582,6375
11583,2806
11584,7164
11585,6691
11586,871
11587,1425
11588,4161
11589,2921
11590,1759
11591,3313
11592,512
11593,2597
11594,3274
11595,1027
11596,2429
11598,744
11599,246
11600,2780
11601,1621
11602,21637
11603,55
11604,244
11605,134
11606,2496
11607,1562
11608,5007
11609,3016
11610,1379
11611,5690
11612,883
11613,1503
11614,526
11615,1969
11616,1479
11617,4036
11618,5109
11619,974
11620,3125
11621,2724
11622,1702
11623,3254
11624,436
11625,1852
11626,1899
11627,2579
11628,217
11629,2286
11630,5860
11631,2586
11632,1536
11634,3580
11635,9
11636,3445
11637,6166
11638,16711
11639,3870
11640,1503
11641,9912
11642,2008
11643,2942
11644,154
11645,2950
11646,1327
11647,587
11648,3287
11649,1388
11650,2212
11651,2501
11652,771
11653,1851
11654,2921
11655,1753
11657,1439
11658,1147
11659,1583
11660,5926
11661,897
11662,3820
11663,1291
11664,782
11665,5713
11666,2141
11667,3405
11668,2418
11669,201
11670,215
11671,16352
11672,4424
11673,2293
11674,2304
11675,16090
11676,4789
11677,163
11678,5357
11679,2777
11680,1519
11681,2412
11682,2788
11683,10143
11684,1497
11685,803
11686,813
11687,157
11688,962
11689,495
11690,685
11691,1776
11692,41
11693,437
11694,1498
11695,738
11696,617
11697,860
11698,752
11699,474
11700,3183
11701,1898
11702,393
11703,2520
11704,1324
11705,1048
11706,7806
11707,10203
11708,11445
11709,10776
11710,9008
11711,42745
11712,21306
11713,7889
11714,6927
11715,17187
11716,7443
11717,7436
11718,11929
11719,12247
11720,7761
11721,7039
11722,7089
11723,7377
11724,6754
11725,9058
11726,2401
11727,1545
11728,964
11729,3378
11730,179
11731,2078
11732,1255
11733,13956
11734,4957
11735,4840
11736,1595
11737,2438
11738,777
11739,1106
11740,688
11741,1169
11742,6750
11743,1430
11744,421
11745,536
11746,2457
11747,1164
11748,1228
11749,1459
11750,2221
11751,867
11752,1556
11753,3633
11754,2575
11755,1332
11756,4200
11757,391
11758,333
11759,715
11760,401
11761,611
11762,109
11763,6899
11764,661
11765,2657
11766,625
11767,9556
11768,292
11769,2556
11770,934
11771,276
11772,4285
11773,760
11774,1358
11775,1751
11776,4874
11777,698
11778,4203
11779,10757
11780,2500
11781,1159
11782,930
11783,1292
11784,1379
11785,1178
11786,4234
11787,4423
11788,4108
11789,2142
11790,2275
11791,3988
11792,1873
11793,3140
11794,2804
11795,2323
11796,1388
11797,1310
11798,2012
11799,2790
11800,1070
11801,2192
11802,4054
11803,1351
11804,14
11805,9243
11806,4222
11807,3192
11808,4100
11809,1076
11810,4494
11811,672
11812,1426
11813,1494
11814,971
11815,1100
11816,3177
11817,3686
11818,18423
11819,3961
11820,4413
11821,10376
11822,1653
11823,459
11824,693
11825,4324
11826,2592
11827,2132
11828,2103
11829,4868
11830,2120
11831,2314
11832,817
11833,814
11834,1088
11835,3349
11836,8968
11837,1385
11838,237
11839,5269
11840,7296
11841,3739
11842,3440
11843,4780
11844,25553
11845,724
11846,1043
11847,2792
11848,2756
11849,2633
11850,4251
11851,1981
11852,3433
11853,506
11855,1099
11856,2629
11857,1026
11858,861
11859,974
11860,1691
11861,13
11862,1248
11863,1616
11864,2112
11865,1982
11866,472
11867,1072
11868,787
11869,3838
11870,6644
11871,832
11872,5767
11873,4301
11874,7689
11875,9284
11876,1465
11877,812
11878,1905
11879,1023
11880,1614
11881,1915
11882,2901
11883,1684
11884,8
11885,9404
11886,19693
11887,6660
11888,14257
11889,6683
11890,8815
11891,6973
11892,7099
11893,6864
11894,7505
11895,8628
11896,8038
11897,8663
11898,7970
11899,6829
11900,10267
11901,8842
11902,13810
11903,8204
11904,4997
11905,4389
11906,829
11907,2200
11908,2215
11909,3683
11910,2313
11911,4058
11912,2590
11913,2038
11914,3033
11915,1732
11916,4877
11917,982
11918,990
11919,619
11920,1639
11921,4167
11922,4976
11923,2983
11924,7311
11925,2234
11926,2040
11927,6791
11928,3246
11929,4062
11930,471
11931,662
11932,11703
11933,8099
11934,650
11935,275
11936,9668
11937,3459
11938,22201
11939,3125
11940,1893
11941,1653
11942,7792
11943,3691
11944,1463
11945,143
11946,181
11947,894
11948,2155
11949,567
11950,6497
11951,6397
11952,3968
11953,3998
11954,7490
11955,2032
11956,4848
11957,3091
11958,3939
11959,2474
11960,2971
11961,9096
11962,1414
11963,687
11964,5799
11965,5777
11966,525
11967,5955
11968,530
11969,2080
11970,677
11971,701
11972,2272
11973,1293
11974,5347
11975,2638
11976,1420
11977,1805
11978,1099
11979,622
11980,856
11981,4962
11982,109
11983,4834
11984,1499
11985,113
11986,3751
11987,263
11988,925
11989,40
11990,1039
11991,1848
11992,761
11993,13607
11994,735
11995,679
11997,1431
11998,1119
11999,1297
12000,4182
12001,5012
12002,4882
12003,5069
12004,2693
12005,997
12006,4664
12007,1667
12008,3729
12009,4971
12010,1141
12011,1533
12012,4171
12013,177
12014,3641
12015,3581
12016,179
12017,370
12018,8902
12019,9956
12020,10459
12021,2744
12022,12837
12023,1261
12024,1523
12025,3704
12026,612
12027,2374
12028,151
12029,8485
12030,763
12031,1213
12032,2906
12033,1778
12034,4122
12035,1109
12036,342
12037,1085
12038,33
12039,3025
12040,947
12041,1299
12042,2823
12043,6200
12044,2201
12045,1549
12046,3993
12047,1094
12048,4733
12049,6465
12050,561
12051,1712
12052,2920
12053,2610
12054,1385
12055,3875
12056,9393
12057,3796
12058,1300
12059,2630
12060,1057
12061,1719
12062,1330
12063,285
12064,296
12065,1882
12066,258
12067,104
12068,2128
12069,559
12070,348
12071,146
12072,258
12073,1337
12074,2071
12075,7513
12076,8425
12077,7480
12078,1924
12079,7553
12080,4107
12081,6730
12082,1606
12083,17204
12084,7043
12085,3640
12086,16813
12087,5089
12088,1911
12089,9275
12090,3127
12091,9963
12092,768
12093,3110
12094,8608
12095,3195
12096,9855
12097,7066
12098,595
12099,469
12100,8489
12101,1387
12102,3775
12103,7722
12104,1756
12105,7777
12106,464
12107,7350
12108,572
12109,8776
12110,302
12111,647
12112,6723
12113,733
12114,7800
12115,2833
12116,6817
12117,357
12118,6675
12119,1249
12120,6921
12121,389
12122,1295
12123,962
12124,885
12125,795
12126,7611
12127,514
12128,962
12129,791
12130,3400
12131,296
12132,3921
12133,1999
12134,1744
12135,2048
12136,6903
12137,3983
12138,4049
12139,583
12140,5601
12141,1604
12142,1787
12143,10337
12144,5707
12145,6509
12146,1042
12147,6366
12148,2580
12149,4557
12150,787
12151,1834
12152,5046
12153,245
12154,11694
12155,3309
12156,136
12157,4877
12158,3082
12159,14368
12160,3539
12161,4138
12162,826
12163,1864
12164,553
12165,8536
12166,2551
12167,137
12168,2650
12169,270
12170,10266
12171,2817
12172,1900
12173,1335
12174,5166
12175,7433
12176,6079
12177,259
12178,4649
12179,535
12180,2499
12181,4676
12182,714
12183,2854
12184,1680
12185,19780
12186,340
12187,1636
12188,4453
12189,1081
12190,2127
12191,2026
12192,3327
12193,1991
12194,3813
12195,864
12196,1625
12197,1022
12198,3535
12199,185
12200,16
12201,720
12202,172
12203,1
12204,3416
12205,3636
12206,14506
12207,523
12208,10091
12209,33
12210,12128
12211,1054
12212,297
12213,368
12214,960
12215,2378
12216,2632
12217,6389
12218,5761
12219,3193
12220,545
12221,3705
12222,2111
12223,397
12224,1486
12225,9994
12226,4253
12227,402
12228,1250
12229,678
12230,823
12231,1400
12232,1002
12233,2018
12234,1334
12235,890
12236,1425
12237,8614
12238,2416
12239,625
12240,2707
12241,18291
12242,1820
12243,1203
12244,2348
12245,5365
12246,4169
12247,780
12248,1136
12249,5813
12250,990
12251,1262
12252,7938
12253,1086
12254,1437
12255,4695
12256,1445
12257,5908
12258,2973
12259,6831
12260,366
12261,1243
12262,7155
12263,5539
12264,8541
12265,1835
12266,2656
12267,3800
12268,1395
12269,494
12270,2362
12271,4599
12272,4887
12273,2932
12274,1516
12275,2058
12276,2173
12277,2987
12278,1689
12279,3242
12280,3158
12281,1424
12282,553
12283,579
12284,910
12285,3461
12286,1458
12287,3391
12288,1069
12289,7141
12290,587
12291,2471
12292,3318
12293,6468
12294,4578
12295,700
12296,1533
12297,276
12298,3228
12299,2067
12300,2052
12301,3730
12302,5143
12303,5333
12304,8329
12305,5520
12306,1611
12307,3981
12308,1423
12309,1202
12310,5038
12311,688
12312,2564
12313,215
12314,1052
12315,806
12316,1306
12317,1312
12318,377
12319,91
12320,177
12321,3414
12322,1397
12323,355
12324,431
12325,1165
12326,4055
12327,9129
12328,2793
12329,1173
12330,4118
12331,2169
12332,1445
12333,4625
12334,5088
12335,7511
12336,447
12337,1648
12338,1732
12339,3070
12340,1988
12341,2932
12342,5231
12343,737
12344,1439
12345,191
12346,604
12347,5178
12348,871
12349,1135
12350,2612
12351,1270
12352,3250
12353,1490
12354,2723
12355,1829
12356,721
12357,1511
12358,2548
12359,1634
12360,13795
12361,9264
12362,7309
12363,6950
12364,7097
12365,7684
12366,12087
12367,3157
12368,6998
12369,5165
12370,7514
12371,392
12372,7093
12373,435
12374,231
12375,7638
12376,11077
12377,2003
12378,6660
12379,5889
12380,10697
12381,3933
12382,737
12383,513
12384,7280
12385,3084
12386,459
12387,9241
12388,7894
12389,3739
12390,9452
12391,1167
12392,366
12393,8483
12394,6851
12395,3845
12396,1247
12397,1845
12398,3329
12399,1465
12400,844
12401,3404
12402,2980
12403,4204
12404,5582
12405,585
12406,2115
12407,947
12408,5920
12409,4993
12410,3411
12411,5740
12412,5568
12413,1111
12414,1371
12415,3836
12416,3589
12417,2618
12418,12097
12419,8344
12420,1793
12421,695
12422,2922
12423,5271
12424,1909
12425,5861
12426,2124
12427,10573
12428,1260
12429,1448
12430,4133
12431,3366
12432,7091
12433,816
12434,14520
12435,1297
12436,2597
12437,358
12438,1662
12439,881
12440,347
12441,1737
12442,2506
12443,3833
12444,863
12445,1292
12447,1776
12448,1082
12449,4438
12450,996
12451,897
12452,1344
12453,720
12454,2779
12455,2100
12456,3960
12457,2073
12458,4092
12459,1851
12460,2332
12461,1752
12462,1441
12463,4064
12464,2017
12465,1209
12466,405
12467,2360
12468,2070
12469,719
12470,1075
12471,2549
12472,1094
12473,519
12474,2550
12475,9301
12476,1488
12477,7448
12478,736
12479,893
12480,9771
12481,3272
12482,3736
12483,1051
12484,2518
12485,1857
12486,1179
12487,3488
12488,3518
12489,2049
12490,8627
12491,3391
12492,6431
12493,1302
12494,3152
12495,1259
12496,707
12497,1323
12498,1056
12499,367
12500,1108
12501,493
12502,2079
12503,438
12504,1437
12505,935
12506,100
12507,1031
12508,5559
12509,1906
12510,2350
12511,5258
12512,2520
12513,5029
12514,2201
12515,4399
12516,2746
12517,625
12518,1902
12519,7461
12520,2990
12521,2005
12522,1350
12523,4513
12524,306
12525,2446
12526,1681
12527,1120
12528,478
12529,654
12530,2007
12531,3773
12532,1340
12533,710
12534,570
12535,5272
12536,3498
12537,1570
12538,311
12539,3300
12540,2117
12541,2052
12542,1365
12543,1051
12544,1881
12545,1875
12546,3262
12547,1453
12548,944
12549,418
12550,1356
12551,548
12552,3341
12553,855
12554,165
12555,296
12556,1273
12557,11033
12558,2669
12559,1142
12560,3257
12561,902
12562,1766
12563,4188
12564,855
12565,4937
12566,311
12567,12043
12568,597
12569,1020
12570,25375
12571,2929
12572,2217
12573,3508
12574,3363
12575,8598
12576,3734
12577,3623
12578,1938
12579,2575
12580,4547
12581,4213
12582,11779
12583,8602
12584,1187
12585,6492
12586,5471
12587,1721
12588,2327
12589,1467
12590,3903
12591,1321
12592,4726
12593,540
12594,4207
12595,2734
12596,539
12597,1513
12599,4264
12600,1111
12601,2287
12602,1018
12603,7964
12604,2767
12605,4701
12606,23623
12607,1860
12608,1509
12609,3294
12610,1015
12611,2131
12612,249
12613,1495
12614,510
12615,2765
12616,692
12617,921
12618,988
12619,1258
12620,3006
12621,303
12622,962
12623,16233
12624,454
12625,2445
12626,771
12627,2112
12629,260
12630,1040
12631,168
12632,1338
12633,867
12634,6525
12635,982
12636,1564
12637,1538
12638,828
12639,902
12640,467
12641,357
12642,192
12643,3684
12644,5926
12645,7131
12646,4104
12647,2223
12648,1815
12649,4344
12650,3028
12651,1713
12652,697
12654,608
12655,1799
12656,2761
12657,1118
12658,4886
12659,1059
12660,359
12661,147
12662,2762
12663,1286
12664,654
12665,5272
12666,3233
12667,790
12668,792
12669,1455
12670,3143
12671,2949
12672,3009
12673,2515
12674,4898
12675,3030
12676,5549
12677,5206
12678,7455
12679,1215
12680,3571
12681,397
12682,4437
12683,457
12684,3474
12685,4808
12686,2106
12687,2309
12688,101
12689,2595
12690,838
12691,1640
12692,3374
12693,2005
12694,623
12695,1094
12696,1513
12697,2572
12698,197
12699,1519
12700,2408
12701,2663
12702,403
12703,4734
12704,3126
12705,810
12706,1496
12707,2463
12708,7283
12709,1106
12710,1249
12711,5747
12712,4919
12713,1396
12714,1922
12715,6271
12716,1620
12717,6660
12718,13243
12719,7456
12720,8681
12721,7629
12722,293
12723,17395
12724,2511
12725,8876
12726,9200
12727,234
12728,8363
12729,7829
12730,748
12731,7256
12732,9813
12733,7849
12734,8088
12735,10371
12736,9003
12737,7002
12738,81
12739,13797
12740,8814
12741,671
12742,7386
12743,1394
12744,710
12745,168
12746,1061
12747,56
12748,2107
12749,278
12750,2936
12751,1784
12752,1090
12753,414
12754,722
12755,6026
12756,4006
12757,679
12758,2104
12759,920
12760,977
12761,500
12762,1242
12763,44769
12764,750
12765,1100
12766,17747
12767,828
12768,6725
12769,3682
12770,364
12771,3893
12772,165
12773,1420
12774,926
12775,5282
12776,1888
12777,4555
12778,4376
12779,4044
12780,6015
12781,12586
12782,6239
12783,3860
12784,1353
12785,2153
12786,3742
12787,2109
12788,4017
12789,7756
12790,1213
12791,2499
12792,4236
12793,11256
12794,4066
12795,4859
12796,6475
12797,5098
12798,4091
12799,1294
12800,1997
12801,4868
12802,1146
12803,3212
12804,968
12805,640
12806,2907
12807,1453
12808,1840
12809,82
12810,2176
12811,3281
12812,4497
12813,1966
12814,5489
12815,8011
12816,6000
12817,2057
12818,3978
12819,3380
12820,1152
12821,5052
12822,789
12823,844
12824,976
12825,558
12826,2104
12827,84
12828,850
12829,9897
12830,4299
12831,7313
12832,3674
12833,2183
12834,853
12835,1015
12836,360
12837,1022
12838,2023
12839,2142
12840,4332
12841,1212
12842,333
12843,1398
12844,10174
12845,5726
12846,4032
12847,391
12848,342
12849,1648
12850,768
12851,2726
12852,2865
12853,4468
12854,9856
12856,3932
12857,5510
12858,3361
12859,3117
12860,3512
12861,5940
12862,774
12863,2286
12864,2189
12865,5585
12866,1380
12867,3354
12868,3133
12869,349
12870,6122
12871,2696
12872,1190
12873,867
12874,3921
12875,779
12876,2265
12877,2849
12878,1358
12879,1092
12880,2560
12881,1793
12882,2926
12883,1516
12884,2186
12885,4763
12886,409
12887,5041
12888,329
12889,7538
12890,13560
12891,2521
12892,1707
12893,2249
12894,2080
12895,351
12896,7377
12897,912
12898,1902
12899,2850
12900,1808
12901,594
12902,647
12903,3031
12904,2031
12905,146
12906,395
12907,3379
12908,1347
12909,8860
12910,7911
12911,472
12912,2090
12913,821
12914,594
12915,2243
12916,1251
12917,29044
12918,5275
12919,1480
12920,3165
12921,492
12922,1186
12923,1279
12924,7532
12925,4767
12926,3172
12927,3529
12928,6501
12929,2343
12930,8511
12931,3752
12932,2532
12933,1720
12934,3000
12935,5559
12936,5268
12937,5909
12938,2954
12939,8518
12940,6697
12941,12024
12942,6822
12943,6852
12944,7808
12945,8739
12946,10813
12947,7930
12948,10280
12949,7774
12950,11391
12951,8923
12952,7311
12953,7867
12954,6821
12955,6901
12956,8378
12957,9115
12958,12317
12959,507
12960,1427
12961,8198
12962,1364
12963,1671
12964,1364
12965,4094
12966,2588
12967,23398
12968,4143
12971,1361
12972,3005
12973,3395
12974,4789
12975,1585
12976,4544
12977,370
12978,2045
12979,2512
12980,1189
12981,1079
12982,2800
12983,5468
12984,1817
12985,90
12986,331
12987,369
12988,610
12989,1181
12990,544
12991,3029
12992,3536
12993,14316
12994,1527
12995,2714
12996,1932
12997,14388
12998,903
12999,1840
13000,5083
13001,11450
13002,2934
13003,4308
13004,5874
13005,3868
13006,496
13008,1210
13009,37
13011,1136
13012,2194
13013,2377
13014,1433
13015,2649
13016,668
13017,2300
13018,940
13019,1610
13020,1956
13021,1499
13022,762
13023,1921
13024,1830
13025,549
13026,407
13027,2105
13028,4587
13029,290
13030,1928
13031,483
13032,188
13033,768
13034,424
13035,859
13036,2332
13037,1232
13038,984
13039,2512
13040,1260
13041,2299
13042,4526
13043,768
13044,3904
13045,2044
13046,413
13047,1939
13048,359
13049,23
13050,5138
13051,8769
13052,1523
13053,1982
13054,3171
13055,3555
13056,10506
13057,700
13058,5708
