user,friends_of_friends
2634,877
2635,414
2636,1834
2637,2628
2638,1818
2639,272
2640,1913
2641,1038
2642,10084
2643,1571
2644,109
2645,62
2646,7920
2647,1661
2648,818
2649,3564
2650,193
2651,1464
2652,611
2653,10311
2654,1494
2655,403
2656,1111
2657,1017
2658,85
2659,3667
2660,1067
2661,1204
2662,949
2663,2004
2664,1242
2665,3132
2666,354
2667,1862
2668,721
2669,518
2670,379
2671,4806
2672,3178
2673,1421
2674,1264
2675,2292
2676,1237
2677,3721
2678,3828
2679,3213
2680,1296
2681,3275
2682,867
2683,1674
2684,748
2685,800
2686,1912
2687,1213
2688,4177
2689,588
2690,562
2691,3177
2692,792
2693,3274
2694,1677
2695,1061
2696,3328
2697,217
2698,110
2699,10028
2700,1759
2701,500
2702,1827
2703,2646
2704,1517
2705,2370
2706,38
2707,607
2708,485
2709,1121
2710,86
2711,3584
2712,140
2713,2213
2714,474
2715,673
2716,1677
2717,1832
2718,2613
2719,587
2720,2849
2721,2845
2722,553
2723,2501
2724,498
2725,527
2726,1279
2727,1006
2728,1049
2729,6448
2730,6131
2731,1870
2732,4699
2733,2582
2734,901
2735,5630
2736,3178
2737,304
2738,538
2739,1430
2740,192
2741,2865
2742,461
2743,5212
2744,2247
2745,405
2746,2204
2747,2092
2748,1814
2749,1714
2750,3730
2751,553
2752,2042
2753,2216
2754,5275
2755,161
2756,2058
2757,304
2758,1355
2759,2179
2760,2646
2761,7488
2762,1844
2763,568
2764,541
2765,647
2766,3304
2767,8877
2768,3481
2769,3386
2770,2014
2771,808
2772,1099
2773,841
2774,1130
2775,5029
2776,524
2777,1484
2778,1097
2779,3259
2780,784
2781,1526
2782,4338
2783,1217
2784,1362
2785,2251
2786,1903
2787,4540
2788,1350
2789,241
2790,1071
2791,7278
2793,670
2794,1905
2795,73
2796,35037
2797,1131
2798,255
2799,3
2800,2687
2801,623
2802,1251
2803,69
2804,1881
2805,1948
2806,2274
2807,95
2808,2366
2809,89
2810,820
2811,1939
2812,1467
2813,985
2814,4644
2815,305
2816,2231
2817,8373
2818,4533
2819,2778
2820,5311
2821,794
2822,4193
2823,398
2824,1963
2825,2111
2826,8573
2827,376
2828,1191
2829,5600
2830,599
2831,1283
2832,78
2833,1983
2834,475
2835,123
2836,110
2837,544
2838,794
2839,333
2840,175
2841,2471
2842,1468
2843,14590
2844,353
2845,304
2846,378
2847,1616
2848,369
2849,964
2850,7772
2851,826
2852,732
2853,859
2854,2
2855,2074
2856,3418
2857,2986
2858,4232
2859,1573
2860,1085
2861,715
2862,2697
2863,6950
2864,9267
2865,1094
2866,2614
2867,5983
2869,6250
2870,520
2871,4247
2872,2808
2873,1423
2874,2964
2875,3729
2876,3641
2877,4097
2878,1661
2879,9882
2880,1275
2881,2891
2882,254
2883,9725
2884,2070
2885,6096
2886,3415
2887,2538
2889,1838
2890,1820
2891,2528
2892,1530
2893,3206
2894,259
2895,7557
2896,1490
2897,4033
2898,2037
2899,3854
2900,2032
2901,4421
2902,3565
2903,481
2904,350
2905,1363
2906,3384
2907,5512
2909,1188
2910,9509
2911,4098
2912,503
2913,4929
2914,7902
2915,4132
2916,2596
2917,7693
2918,2331
2919,3668
2920,907
2921,19833
2922,2833
2923,4236
2924,764
2925,5013
2926,595
2927,776
2928,32120
2929,1615
2930,10725
2931,3230
2932,350
2933,7224
2934,1353
2935,2709
2936,745
2937,3647
2938,2603
2939,1948
2940,1135
2941,2649
2942,1504
2943,1653
2944,2073
2945,1124
2946,588
2947,2025
2948,2516
2949,9198
2950,913
2951,1059
2952,526
2953,2064
2954,806
2955,1346
2956,1996
2957,985
2958,1379
2959,4252
2960,765
2961,1806
2962,1260
2963,616
2964,3324
2965,1524
2966,832
2967,382
2968,705
2969,3231
2970,4323
2971,1953
2972,2815
2973,7550
2974,3008
2975,3867
2976,2052
2977,1155
2978,9907
2979,712
2980,2522
2981,7149
2982,483
2983,3686
2984,2485
2985,437
2986,810
2987,514
2988,2934
2989,2840
2990,1509
2991,1725
2992,1441
2993,3966
2994,1588
2995,3544
2996,1725
2997,1719
2998,899
2999,546
3000,4766
3001,3387
3002,2269
3003,1878
3004,2775
3005,1246
3006,3812
3007,1168
3008,506
3009,3083
3010,3419
3011,2266
3012,1458
3013,3387
3014,1356
3015,1448
3016,7554
3017,2069
3018,8346
3019,4712
3020,1936
3021,1127
3022,3299
3023,2420
3024,5635
3025,2807
3026,1111
3027,2829
3028,6455
3029,12035
3030,891
3031,3642
3032,290
3033,1676
3034,1716
3035,5538
3036,11959
3037,1745
3038,5134
3039,235
3040,2299
3041,1917
3042,8924
3043,373
3044,1944
3045,6582
3046,276
3048,2879
3049,1028
3050,1499
3052,4041
3053,1822
3055,1573
3056,2838
3057,2492
3058,2322
3059,1969
3060,5313
3061,1109
3062,4987
3063,11326
3064,2451
3065,7115
3066,1948
3067,4664
3068,6506
3069,3889
3070,14830
3071,2218
3072,6393
3073,3621
3074,3791
3075,3713
3076,1493
3077,3983
3078,744
3079,3545
3080,1499
3081,4198
3082,1718
3083,1559
3084,405
3085,5824
3086,2348
3087,3197
3088,2424
3089,1749
3090,714
3091,1704
3092,5476
3093,4707
3094,5706
3095,7955
3096,634
3097,848
3098,1817
3099,4645
3100,100
3101,4679
3102,1010
3103,651
3104,213
3105,4467
3106,5862
3107,6904
3108,5154
3109,944
3110,1865
3111,4810
3112,2989
3113,8868
3114,128
3115,1193
3116,2677
3117,630
3118,1942
3119,1633
3120,5704
3121,258
3122,1742
3123,134
3124,15790
3125,2984
3126,16573
3127,8283
3128,7043
3129,1986
3130,14927
3131,6326
3132,2388
3133,3449
3134,3881
3135,223
3136,3195
3137,4003
3138,2214
3139,11132
3140,1001
3141,1599
3142,397
3143,1012
3144,1194
3145,3468
3146,1333
3147,1035
3148,4078
3149,892
3150,1439
3151,1539
3152,5811
3153,1624
3154,4020
3155,1647
3156,2756
3157,5480
3158,26423
3159,13545
3160,418
3161,540
3162,10912
3163,251
3164,1177
3165,4929
3166,262
3167,9125
3168,7094
3169,1361
3170,10560
3171,6504
3172,8996
3173,2634
3174,4951
3175,1595
3176,2398
3177,1863
3178,3390
3179,684
3180,8112
3181,2921
3182,960
3183,1277
3184,3555
3185,3060
3186,2301
3187,4193
3188,4578
3189,1015
3190,5649
3191,2772
3192,4605
3193,2332
3194,2692
3195,3188
3196,2198
3197,154
3198,159
3199,883
3200,551
3201,1746
3202,218
3203,9890
3204,125
3205,2996
3206,2560
3207,3358
3208,3576
3209,619
3210,3163
3211,768
3212,1721
3213,822
3214,517
3215,4441
3216,2247
3217,5311
3218,1801
3219,16021
3220,5864
3221,43895
3222,854
3223,11564
3224,40441
3225,398
3226,43927
3227,37
3228,7253
3229,43839
3230,4617
3231,43840
3232,35868
3233,44403
3234,7942
3235,46642
3236,6669
3237,43895
3238,2185
3239,43831
3240,43948
3241,37713
3242,40435
3243,40020
3244,43876
3245,43867
3246,80
3247,5495
3248,2045
3249,4052
3250,4766
3251,2148
3252,1241
3253,5786
3254,3766
3255,2512
3256,380
3257,756
3258,274
3259,447
3260,3404
3261,3078
3262,984
3263,3943
3264,793
3265,5735
3266,6001
3267,3945
3268,9545
3269,3680
3270,1021
3271,6448
3272,14812
3273,4034
3274,676
3275,3466
3276,2249
3277,3773
3278,507
3279,4639
3280,1197
3281,6617
3282,3851
3283,1821
3284,2036
3285,821
3286,1043
3287,982
3288,1473
3289,651
3290,187
3291,67160
3292,44122
3293,2532
3294,498
3295,1370
3296,4133
3297,587
3298,1105
3299,7949
3300,191
3301,1494
3302,8801
3303,1949
3304,1425
3305,1002
3306,2426
3307,2517
3308,3435
3309,3178
3310,6418
3311,4147
3312,123
3313,2059
3314,1686
3315,1746
3316,4905
3317,1806
3318,2857
3319,766
3320,2790
3321,6816
3322,1568
3323,4493
3324,1258
3325,343
3326,3008
3327,444
3328,17
3329,1061
3330,1075
3331,1009
3332,4106
3333,5848
3334,1563
3335,38841
3336,708
3337,7711
3338,1221
3339,8553
3340,6748
3341,2816
3342,862
3343,4532
3344,7100
3345,8861
3346,5338
3347,1535
3348,3177
3349,8285
3350,5329
3351,2248
3352,1662
3353,1211
3354,143
3355,1771
3356,1198
3357,875
3358,1584
3359,2387
3360,3584
3361,12560
3362,11021
3363,8604
3364,2699
3365,2016
3366,1618
3367,1459
3368,1141
3369,3812
3370,3747
3371,4920
3372,2415
3373,2229
3374,286
3375,4336
3376,1521
3377,1008
3378,2798
3379,789
3380,780
3381,7302
3382,7813
3383,1684
3384,1379
3385,1391
3386,1103
3387,4033
3388,2228
3389,13403
3390,445
3391,492
3392,2746
3393,3796
3394,1056
3395,419
3396,851
3397,1805
3398,4209
3399,1349
3400,1166
3401,2346
3402,3508
3403,1598
3404,346
3405,2346
3406,680
3407,776
3408,6140
3409,8120
3410,4613
3411,2503
3412,4765
3413,6784
3414,3744
3415,327
3416,7407
3417,4946
3418,323
3419,2611
3420,3378
3421,2055
3422,3491
3423,3303
3424,1223
3425,3182
3426,4636
3427,10062
3428,2723
3429,641
3430,6977
3431,6922
3432,2032
3433,12272
3434,9964
3435,9714
3436,44670
3437,7943
3438,7428
3439,11597
3440,41764
3441,44941
3442,1208
3443,42285
3444,27967
3445,10877
3446,1173
3447,42482
3448,40666
3449,42360
3450,30970
3451,1734
3452,42073
3453,4204
3454,35412
3455,6844
3456,2425
3457,1053
3458,1642
3459,746
3460,1871
3461,7251
3462,3419
3463,2612
3464,12595
3465,4444
3466,8738
3467,14000
3468,329
3469,1850
3470,437
3471,4719
3472,1132
3473,2670
3474,2472
3475,2210
3476,2027
3477,3265
3478,4563
3479,2767
3480,1418
3481,847
3482,279
3483,4519
3484,2171
3485,1068
3486,2593
3487,8881
3488,974
3489,2649
3490,2198
3491,2679
3492,949
3493,1487
3494,1065
3495,3074
3496,7634
3497,3171
3498,3109
3499,1160
3500,1684
3501,7271
3502,4231
3503,6479
3504,292
3505,2687
3506,3180
3507,4080
3508,1933
3509,4627
3510,3122
3511,1446
3512,5831
3513,3323
3514,1843
3515,1381
3516,6174
3517,3060
3518,1709
3519,5265
3520,1176
3521,95
3522,1637
3523,3570
3524,1237
3525,9970
3526,804
3527,5166
3528,3107
3529,15961
3530,7554
3531,8851
3532,14315
3533,938
3534,1549
3535,984
3536,716
3537,30549
3538,1439
3539,770
3540,626
3541,892
3542,3938
3543,1870
3544,5018
3545,246
3546,1806
3547,6877
3548,4231
3549,3990
3550,536
3551,1951
3552,1255
3553,7029
3554,10112
3555,2311
3556,17283
3557,8802
3558,9168
3559,3996
3560,9820
3561,9206
3562,306
3563,2200
3564,2537
3565,2595
3566,21572
3567,1435
3568,12704
3569,199
3570,1268
3571,7748
3572,2237
3573,5820
3574,2520
3575,3106
3576,1636
3577,509
3578,3124
3579,1203
3580,1151
3581,1040
3582,6179
3583,3751
3584,1726
3585,1944
3586,2107
3587,2235
3588,4863
3589,2160
3590,1905
3591,1745
3592,1142
3593,2896
3594,1014
3595,3530
3596,955
3597,4196
3598,8166
3599,5763
3600,3986
3601,1972
3602,715
3603,1729
3604,4165
3605,1518
3606,3356
3607,3210
3608,1358
3609,506
3610,784
3611,5871
3612,3378
3613,1258
3614,1547
3615,4527
3616,1852
3617,3395
3618,1318
3619,2585
3620,3877
3621,589
3622,2976
3623,1344
3624,14234
3625,247
3626,871
3627,1130
3628,1212
3629,8342
3630,1021
3631,4290
3632,3710
3633,583
3634,179
3635,2192
3636,1685
3637,3434
3638,41429
3639,9040
3640,28344
3641,30940
3642,7711
3643,13253
3644,6769
3645,7126
3646,8324
3647,7489
3648,9825
3649,7254
3650,7895
3651,2803
3652,30536
3653,3017
3654,7971
3655,9684
3656,10074
3657,2792
3658,6846
3659,922
3660,9746
3661,3167
3662,7738
3663,5208
3664,11568
3665,4726
3666,1883
3667,1022
3668,4653
3669,1427
3670,2808
3671,3705
3672,1889
3673,7174
3674,959
3675,2105
3676,4255
3677,1959
3678,2157
3679,2581
3680,1675
3681,863
3683,797
3685,1129
3686,1865
3687,1100
3688,295
3690,346
3691,2034
3692,1242
3693,5779
3694,978
3695,2889
3696,1987
3697,3123
3698,82
3699,1967
3700,3743
3701,934
3702,1289
3703,621
3704,1774
3705,1454
3706,8282
3707,6760
3708,923
3709,668
3710,10560
3711,70
3712,2597
3713,1472
3714,102
3715,2991
3716,2208
3717,548
3718,374
3719,10317
3720,1253
3721,1172
3722,1352
3723,3408
3724,480
3725,2278
3726,1735
3727,1276
3728,1003
3729,13612
3730,1871
3731,981
3732,1876
3733,5541
3734,698
3735,362
3736,926
3737,3542
3738,3180
3739,471
3740,4089
3741,5394
3742,296
3743,4910
3744,1990
3745,4549
3746,4785
3747,364
3748,3279
3749,2960
3750,1637
3751,4590
3752,750
3753,535
3754,2827
3755,6244
3756,3314
3757,2824
3758,2511
3759,2664
3760,533
3761,4118
3762,750
3763,4928
3764,2755
3765,1051
3766,2096
3767,1065
3768,545
3769,838
3770,2168
3771,884
3772,2392
3773,10466
3774,1989
3775,896
3776,16753
3777,2166
3778,116
3779,2851
3780,719
3781,3009
3782,408
3783,126
3784,38760
3785,802
3786,9442
3787,4064
3788,2678
3789,1878
3790,13146
3791,321
3792,7302
3793,4015
3794,963
3795,1473
3796,1983
3797,1676
3798,1160
3799,522
3800,1896
3801,444
3802,238
3803,2067
3804,10386
3805,3287
3806,4630
3807,3723
3808,2946
3809,341
3810,1587
3811,640
3812,3331
3813,877
3814,485
3815,389
3816,998
3817,1365
3818,11465
3819,4736
3820,1767
3821,3589
3822,599
3823,2912
3824,602
3825,2346
3826,3022
3827,5345
3828,2764
3829,3437
3830,4420
3831,3913
3832,3824
3833,881
3834,1403
3835,11702
3836,1018
3837,15557
3838,336
3839,2441
3840,5217
3841,3906
3842,1694
3843,551
3844,7279
3845,2366
3846,153
3847,255
3848,459
3849,697
3850,625
3851,2050
3852,952
3853,2490
3854,5400
3855,3980
3856,1462
3857,1672
3858,2290
3859,2201
3860,7832
3861,413
3862,5460
3863,3370
3864,3061
3865,517
3866,871
3867,2431
3868,233
3869,321
3870,1543
3871,2879
3872,948
3873,3573
3874,3241
3875,4476
3876,9754
3877,4111
3878,8208
3879,2271
3880,7039
3881,1001
3882,4077
3883,12154
3884,1065
3885,3090
3886,986
3887,1585
3888,513
3889,6719
3890,2131
3891,682
3892,991
3893,3710
3894,1027
3895,1458
3896,3965
3897,1372
3898,7401
3899,1674
3900,2903
3901,2737
3902,3456
3903,742
3904,4148
3905,17403
3906,2853
3907,1526
3908,20133
3909,3031
3910,2069
3911,2792
3912,21100
3913,7871
3914,3594
3915,3045
3916,2399
3917,4052
3918,4039
3919,4810
3920,3833
3921,2880
3922,5207
3923,1678
3924,1523
3925,279
3926,738
3927,1914
3928,1229
3929,1995
3930,1707
3931,294
3932,973
3933,3071
3934,2382
3935,1815
3936,5123
3937,405
3938,2550
3939,321
3940,108
3941,1249
3942,3462
3943,1447
3945,5461
3946,1164
3947,2624
3948,5414
3949,10259
3950,5928
3951,5883
3952,9393
3953,6141
3954,8178
3955,6383
3956,4739
3957,3467
3958,2179
3959,792
3960,3805
3961,2112
3962,3944
3963,5718
3964,1546
3965,3892
3966,5826
3967,2015
3968,1410
3969,7773
3970,1691
3971,2088
3972,1489
3973,420
3974,572
3975,380
3977,9232
3978,2133
3979,6876
3980,2315
3981,1086
3983,975
3984,10505
3985,920
3986,2032
3987,2779
3988,1940
3989,1325
3991,30054
3993,2790
3994,866
3995,499
3996,2918
3997,1722
3998,829
3999,2953
4000,17506
4001,3860
4002,4062
4003,6452
4004,1291
4005,5063
4006,5160
4007,2827
4008,4279
4009,3657
4010,10129
4011,3540
4012,2648
4013,922
4014,2131
4015,1554
4016,1196
4017,3274
4018,3575
4019,2007
4020,15462
4021,5509
4022,2367
4023,571
4024,6177
4025,2141
4026,6161
4027,2677
4028,1575
4029,1369
4030,2315
4031,3860
4032,2482
4033,5040
4034,629
4035,5111
4036,3931
4037,704
4038,1533
4039,1322
4040,220
4041,2707
4042,1729
4043,1505
4044,2596
4045,1480
4046,3349
4047,4461
4048,423
4049,2894
4050,2608
4051,4132
4052,739
4053,3568
4054,3272
4055,3564
4056,3410
4057,184
4058,1427
4059,3332
4060,1188
4061,473
4062,2013
4063,4176
4064,4262
4065,381
4066,2928
4067,5467
4068,178
4069,318
4070,1148
4071,1320
4072,624
4073,1312
4074,300
4075,1664
4076,24237
4077,4689
4078,18723
4079,10935
4080,4265
4081,1652
4082,5475
4083,3973
4084,5767
4085,2107
4086,1967
4087,5628
4088,5924
4089,5602
4090,1712
4091,4134
4092,4820
4093,12726
4094,1740
4095,1631
4096,8721
4097,2416
4098,4894
4099,2444
4100,536
4101,3167
4102,4853
4103,8991
4104,5327
4105,8241
4106,10677
4107,22659
4108,2987
4109,2815
4110,2804
4111,1350
4112,6771
4113,1530
4114,1509
4115,2928
4116,1553
4117,1174
4119,2288
4120,3749
4121,974
4122,2549
4123,3495
4125,1686
4126,1868
4127,1970
4128,2713
4129,1473
4130,975
4131,6387
4132,1611
4133,4807
4134,430
4135,1789
4136,4152
4137,193
4138,1877
4139,986
4140,3767
4141,2419
4142,3038
4143,1182
4144,4429
4145,1868
4146,3707
4147,1747
4148,2851
4149,5026
4150,1766
4151,4879
4152,3873
4153,2274
4154,1278
4155,4263
4156,6517
4157,12044
4158,1371
4159,7986
4160,1152
4161,1939
4162,4722
4163,7557
4164,1357
4165,1900
4166,4103
4167,236
4168,8557
4169,5993
4170,12163
4171,8379
4172,7868
4173,4209
4174,1880
4175,2162
4176,3236
4177,4196
4178,4760
4179,9904
4180,2667
4181,2725
4182,2293
4183,2255
4184,3084
4185,5455
4186,1470
4187,3638
4188,2198
4189,736
4190,622
4191,1383
4193,12216
4194,7271
4195,206
4196,3748
4197,1476
4198,4338
4199,10166
4200,2052
4201,3421
4202,91
4203,1704
4204,3156
4205,1861
4206,3232
4207,1431
4208,185
4209,4139
4210,4211
4211,988
4212,1224
4213,7167
4214,2403
4215,1283
4216,1475
4217,2275
4218,2258
4219,237
4220,9492
4221,1043
4222,7127
4223,1286
4224,3347
4225,4410
4226,1604
4227,4104
4228,347
4229,997
4230,3834
4231,1309
4232,988
4233,143
4234,307
4235,1751
4236,5227
4237,1574
4238,10570
4239,4487
4240,3458
4241,8256
4242,2782
4243,1592
4244,1588
4245,2094
4246,4513
4247,2085
4248,2022
4249,3914
4250,110
4251,4286
4252,2114
4253,2357
4254,2688
4255,1729
4256,5829
4257,1372
4258,203
4259,3917
4260,1075
4262,1705
4263,459
4264,658
4265,934
4266,4341
4267,6982
4268,2319
4269,3387
4270,268
4271,1340
4272,1841
4273,6110
4274,388
4275,4014
4276,3671
4277,397
4278,1407
4279,3051
4280,3714
4281,1254
4282,247
4283,2558
4284,1131
4285,2769
4286,1322
4287,10958
4288,4020
4289,6237
4290,5090
4291,6335
4292,1640
4293,1733
4294,3654
4295,1172
4296,4504
4297,4927
4298,8549
4299,2111
4300,1579
4301,3080
4302,1104
4303,3326
4304,58
4305,361
4306,2834
4307,1815
4308,389
4309,1294
4310,1953
4311,1321
4312,1737
4313,11787
4314,1731
4315,1292
4316,1186
4317,330
4318,1706
4319,1662
4320,567
4321,9134
4322,2824
4323,1139
4324,1757
4325,1173
4326,61
4328,2068
4329,1038
4330,1378
4331,1420
4332,7145
4333,6340
4334,320
4335,951
4336,7502
4337,1039
4338,1256
4339,1766
4340,5812
4341,3571
4342,1707
4343,2721
4344,230
4345,689
4346,1974
4347,158
4348,2896
4349,84
4350,1289
4351,16246
4352,234
4353,7379
4354,2086
4355,2945
4356,1634
4357,122
4358,5912
4359,6616
4360,721
4361,4234
4362,17871
4363,3034
4364,5490
4365,5064
4366,10641
4367,1284
4368,204
4369,781
4370,1081
4371,466
4372,1153
4373,5225
4374,1558
4375,2840
4376,4328
4377,1578
4378,6562
4379,1570
4380,711
4381,1640
4382,2626
4383,4134
4384,3623
4385,285
4386,321
4387,425
4388,2548
4389,325
4390,4651
4391,2321
4392,338
4393,1283
4394,2998
4395,11174
4396,2052
4397,1627
4398,1773
4399,5154
4400,363
4401,1865
4402,1283
4403,3631
4404,4475
4405,1988
4406,5896
4407,385
4408,940
4409,254
4410,539
4411,456
4412,219
4413,1917
4414,370
4415,2060
4416,1333
4417,3062
4418,2840
4419,5532
4420,1373
4421,5577
4422,2614
4423,25916
4424,1198
4425,2799
4426,1097
4427,267
4428,951
4429,5101
4430,1401
4431,1591
4432,234
4433,3814
4434,2277
4435,1504
4436,3845
4437,495
4438,9672
4439,3087
4440,2427
4441,1656
4442,5389
4443,2935
4444,850
4445,3814
4446,1434
4447,1238
4448,106
4449,3354
4450,13
4451,2154
4452,281
4453,3743
4454,365
4455,1369
4456,94
4457,317
4458,2644
4459,2926
4460,7810
4461,1617
4462,3158
4463,4890
4464,5209
4465,2144
4466,3271
4467,3217
4468,2604
4469,4399
4470,7560
4471,247
4472,1628
4473,1253
4474,3513
4475,1995
4476,3579
4477,1140
4478,48
4479,102
4480,1002
4481,1972
4482,2326
4483,2140
4484,2739
4485,763
4486,2188
4487,9927
4488,1733
4489,1199
4490,2468
4491,302
4492,374
4493,1480
4494,1249
4495,9694
4496,923
4497,1299
4498,605
4499,786
4500,2128
4501,670
4502,21503
4503,2242
4504,3085
4505,1777
4506,2669
4507,267
4508,2318
4509,3341
4510,441
4511,608
4512,1731
4513,883
4514,8829
4515,500
4516,6346
4517,1461
4518,8178
4519,4037
4520,7957
4521,1556
4522,453
4523,3227
4524,546
4525,1645
4526,698
4527,1482
4528,8864
4529,780
4530,612
4531,2349
4532,2812
4533,1722
4534,1324
4535,2762
4536,10094
4537,35572
4538,16187
4539,5223
4540,6138
4541,322
4542,3203
4543,3618
4544,3333
4545,357
4546,2620
4547,193
4548,6638
4549,5515
4550,3945
4551,6542
4552,1430
4553,360
4554,1355
4555,2145
4556,2736
4557,3302
4558,2647
4559,302
4560,5071
4561,3683
4562,3436
4563,4406
4564,6952
4565,1093
4566,2658
4567,5455
4568,5479
4569,5919
4570,2753
4571,4304
4572,2007
4573,6118
4574,5034
4575,2086
4576,1411
4577,1783
4578,1544
4579,1523
4580,2537
4581,1832
4582,4247
4583,1402
4584,4373
4585,1035
4586,3646
4587,2998
4588,3269
4589,5113
4590,5440
4591,1447
4592,30494
4593,2202
4594,3356
4595,12598
4596,1853
4597,11841
4598,21482
4599,1642
4600,1747
4601,5382
4602,5940
4603,1138
4604,6338
4605,1440
4606,2553
4607,1192
4608,4113
4609,537
4610,1406
4611,1575
4612,316
4613,988
4614,390
4615,614
4616,42
4617,1789
4618,1422
4619,3200
4620,1251
4621,3596
4622,5154
4623,2464
4624,22432
4625,870
4626,4516
4627,2031
4628,928
4629,3044
4630,4968
4631,2000
4632,4522
4633,4034
4634,2183
4635,1516
4636,1238
4637,2118
4638,1765
4639,6535
4640,1183
4641,2337
4642,608
4643,2602
4644,1028
4645,7315
4646,959
4647,3957
4648,3370
4649,7025
4650,5611
4651,10422
4652,3472
4653,245
4654,4740
4655,384
4656,2466
4657,181
4658,4892
4659,1314
4660,4409
4661,8171
4662,480
4663,1593
4664,1438
4665,12211
4666,2709
4667,3700
4668,3215
4669,6690
4670,1556
4671,675
4672,1881
4673,135
4674,139
4675,92
4676,6006
4677,2574
4678,2311
4679,780
4680,4096
4681,1127
4682,5320
4683,5493
4684,1280
4685,3248
4686,3717
4687,2660
4688,1643
4689,2572
4690,1509
4691,994
4692,1651
4693,2509
4694,534
4695,1009
4696,1700
4697,1754
4698,8154
4699,11551
4700,6154
4701,814
4702,264
4703,7373
4704,9070
4705,6313
4706,321
4707,1249
4708,1250
4709,1290
4710,5410
4711,3867
4712,2446
4713,1466
4714,911
4715,3270
4716,4738
4717,1324
4718,6243
4719,4019
4720,1553
4721,1211
4722,4059
4723,5754
4724,4488
4725,2784
4726,971
4727,2181
4728,8328
4729,1921
4730,1121
4731,2168
4732,644
4733,766
4734,616
4735,453
4736,149
4737,1288
4738,888
4739,1052
4740,937
4741,991
4742,2757
4743,2643
4744,428
4745,1295
4746,5005
4747,1652
4748,762
4749,1643
4750,1703
4751,610
4752,3670
4753,1626
4754,1963
4755,7787
4756,1750
4757,45783
4758,2030
4759,7956
4760,9656
4761,7081
4762,6672
4763,3215
4764,8165
4765,3860
4766,20754
4767,5157
4768,21622
4769,3131
4770,7540
4771,2228
4772,8179
4773,3577
4774,7075
4775,1718
4776,7379
4777,798
4778,7067
4779,2537
4780,8073
4781,1613
4782,16054
4783,8492
4784,9266
4785,8476
4786,355
4787,14971
4788,13
4789,8515
4790,166
4791,9717
4792,337
4793,3518
4794,1506
4795,4783
4796,12151
4797,6355
4798,7345
4799,631
4800,18113
4801,567
4802,3185
4803,485
4804,2165
4805,1817
4806,13106
4807,1859
4808,4387
4809,813
4810,4063
4811,2847
4812,1092
4813,1188
4814,1014
4815,3364
4817,10940
4818,1654
4819,1127
4820,487
4821,13380
4822,2475
4823,10741
4824,1627
4825,1679
4826,3612
4827,5958
4828,3458
4829,5098
4830,27842
4831,709
4832,2118
4833,432
4834,447
4835,4036
4836,5591
4837,456
4838,4894
4839,163
4840,1268
4841,4284
4842,1234
4843,1502
4844,849
4845,1102
4846,2857
4847,3242
4848,11772
4849,812
4850,848
4851,1089
4852,1554
4853,2033
4854,782
4855,1622
4856,11881
4857,1019
4858,3613
4859,396
4860,3759
4861,186
4862,5676
4863,4863
4864,496
4865,6189
4866,7468
4867,1183
4868,3239
4869,995
4870,1536
4871,1621
4872,330
4873,3552
4874,744
4875,3601
4876,7185
4877,1507
4878,2016
4879,791
4880,1534
4881,2691
4882,3084
4883,1859
4884,3278
4885,1944
4886,1784
4887,624
4888,2825
4889,34
4890,1156
4891,2904
4892,1687
4893,8475
4894,2211
4895,4467
4896,1364
4897,1839
4898,3454
4899,3307
4900,812
4901,6308
4902,4110
4903,2840
4904,1752
4905,2211
4906,2324
4907,1477
4908,2629
4909,8471
4910,1740
4911,2504
4912,1303
4913,2019
4914,3746
4915,5375
4916,3613
4917,5739
4918,5552
4919,3425
4920,1315
4921,364
4922,284
4923,1798
4924,79
4925,5012
4926,2801
4927,703
4928,2410
4929,1655
4930,734
4931,9383
4932,2179
4933,369
4934,1217
4935,548
4936,11145
4937,7
4938,9
4939,3450
4940,1397
4941,49
4942,1054
4943,2232
4944,13393
4945,3565
4946,3460
4947,2723
4948,7162
4949,3641
4950,2760
4951,1404
4952,6218
4953,2372
4954,4705
4955,1836
4956,4829
4957,3043
4958,3541
4959,1245
4960,1427
4961,2077
4962,1901
4963,2368
4964,1160
4966,3468
4967,2775
4968,1061
4969,1022
4970,2283
4971,2863
4972,8805
4973,1355
4974,2536
4975,1709
4976,1686
4977,23
4978,122
4979,1396
4980,1317
4981,4045
4982,576
4983,4320
4984,141
4985,462
4986,3229
4987,2149
4988,2003
4989,2503
4990,1855
4991,1322
4992,551
4993,4121
4994,1268
4995,889
4996,11
4997,2900
4998,2137
4999,1687
5000,1119
5001,896
5002,6096
5003,927
5004,2612
5005,1120
5006,25038
5007,12816
5008,10263
5009,6397
5010,253
5011,1826
5012,362
5013,1156
5014,2953
5015,394
5016,35
5017,6035
5018,56
5019,3989
5020,1144
5021,2155
5022,2654
5023,276
5024,2029
5025,3514
5026,5441
5027,315
5028,703
5029,140
5030,1705
5031,7011
5032,400
5033,9652
5034,667
5035,9583
5036,3428
5037,3271
5039,2043
5040,1162
5041,1041
5042,224
5043,1005
5045,1373
5046,1056
5047,4113
5048,7962
5049,5748
5050,1148
5051,4325
5052,5193
5053,2989
5054,22604
5055,2870
5056,1490
5057,5920
5058,6020
5059,3649
5060,266
5061,3782
5062,5891
5063,766
5064,215
5065,1307
5066,886
5067,3725
5068,603
5069,6401
5070,5015
5071,482
5072,4259
5073,1056
5074,896
5075,746
5076,5053
