user_male,friends_male,friends_female
33068,5,5
33069,13,41
33070,18,6
33072,37,19
33075,20,23
33076,37,22
33077,28,27
33078,1,9
33080,0,362
33082,3,79
33083,38,56
33085,18,14
33086,7,14
33087,6,7
33088,13,18
33089,7,17
33090,21,43
33091,0,2
33092,6,29
33093,8,10
33094,1,0
33095,3,24
33096,34,30
33099,39,29
33100,14,9
33101,20,17
33102,14,10
33103,54,32
33104,12,5
33106,4,49
33107,22,20
33108,4,10
33109,28,12
33111,18,110
33112,8,14
33114,2,27
33115,20,46
33116,11,14
33119,5,27
33122,18,0
33130,0,12
33133,0,114
33135,18,24
33137,9,23
33144,4,5
33147,12,1
33149,1,0
33151,3,2
33154,6,3
33155,14,5
33156,13,10
33161,23,27
33162,19,30
33163,0,4
33164,33,33
33165,7,20
33167,4,19
33168,4,4
33169,6,9
33170,1,4
33173,24,0
33174,17,24
33177,4,16
33182,21,46
33183,41,66
33185,13,11
33187,63,71
33190,50,55
33193,0,6
33195,34,19
33198,30,21
33200,14,12
33201,0,4
33203,5,10
33206,12,8
33208,18,28
33209,15,35
33220,6,2
33221,4,23
33223,32,16
33224,18,28
33225,8,9
33226,51,84
33227,3,10
33233,9,16
33234,0,2
33236,10,23
33237,5,13
33238,7,6
33241,6,6
33242,6,16
33243,31,30
33246,16,4
33254,30,44
33257,35,30
33260,0,2
33262,26,67
33265,20,20
33269,9,24
33272,24,42
33273,2,8
33274,35,21
33275,56,45
33276,36,58
33278,0,36
33284,3,327
33288,70,62
33289,32,27
33292,21,14
33295,1,3
33297,19,16
33298,10,3
33300,18,19
33301,0,1
33304,53,93
33305,18,25
33306,1,4
33308,2,1
33309,18,48
33311,0,1
33313,10,26
33314,9,15
33315,10,96
33319,1,0
33320,1,8
33321,15,15
33323,7,19
33324,1,46
33325,13,67
33330,0,4
33331,65,114
33332,13,66
33333,0,6
33335,0,21
33336,3,20
33351,3,7
33355,9,15
33356,17,5
33358,43,76
33361,35,46
33365,14,24
33366,39,19
33367,3,5
33368,12,8
33369,11,6
33371,10,8
33374,23,14
33375,31,15
33376,1,3
33377,23,26
33378,0,1
33379,17,98
33380,104,30
33381,7,12
33382,2,4
33383,26,18
33384,10,14
33385,15,25
33386,5,11
33387,31,46
33388,3,9
33389,2,12
33390,4,17
33392,3,5
33394,0,4
33396,10,15
33398,5,2
33401,3,0
33402,0,4
33403,12,6
33404,21,27
33405,7,20
33406,1,2
33407,23,42
33410,11,26
33411,8,33
33412,44,9
33414,8,8
33415,9,33
33417,14,24
33418,47,111
33420,23,10
33421,17,8
33423,3,11
33427,6,21
33428,9,10
33429,0,18
33430,2,0
33431,10,4
33432,4,2
33433,4,20
33435,2,13
33436,0,9
33437,8,85
33438,67,131
33439,2,4
33440,9,11
33441,34,21
33442,1,9
33443,0,6
33444,2,41
33445,7,12
33447,21,36
33448,7,25
33449,10,12
33450,11,39
33451,6,6
33454,9,4
33457,13,21
33458,26,26
33466,14,6
33469,27,31
33470,18,30
33471,1,2
33473,3,11
33475,8,38
33477,20,133
33478,6,23
33480,11,9
33484,9,19
33488,10,14
33489,9,38
33490,14,16
33491,7,19
33492,18,13
33495,36,4
33496,0,20
33497,1,0
33498,23,13
33499,17,72
33500,0,40
33501,7,6
33504,10,38
33505,3,3
33506,17,22
33507,13,32
33508,3,3
33509,8,64
33510,1,17
33511,8,25
33512,3,102
33513,0,95
33514,22,164
33516,47,263
33518,2,502
33519,5,11
33520,0,9
33521,0,24
33522,4,3
33524,13,29
33526,6,8
33527,4,8
33529,6,6
33530,23,11
33531,9,13
33532,9,39
33533,2,21
33535,21,46
33537,17,15
33539,42,28
33540,101,0
33541,6,7
33542,3,17
33544,5,0
33546,5,4
33550,13,54
33554,13,29
33556,37,44
33561,9,5
33567,51,44
33571,33,23
33572,22,19
33573,10,22
33574,19,13
33575,33,12
33576,27,20
33577,9,6
33578,2,8
33579,0,7
33580,20,13
33581,4,59
33583,8,11
33584,14,31
33586,0,14
33588,27,7
33589,2,0
33590,14,1
33591,24,13
33592,27,3
33594,16,28
33596,36,21
33597,64,43
33598,16,13
33599,10,10
33602,8,7
33604,2,54
33605,3,10
33606,6,9
33607,21,27
33608,1,14
33612,5,5
33613,0,68
33614,49,32
33615,13,12
33616,0,59
33621,13,105
33623,1,60
33624,3,9
33625,31,82
33626,8,6
33627,4,20
33628,13,26
33629,27,13
33630,0,1
33632,20,38
33633,50,60
33634,59,83
33636,17,25
33637,1,15
33638,0,7
33639,14,18
33640,2,2
33641,2,68
33642,54,20
33643,17,9
33645,27,134
33655,1,3
33658,7,39
33659,8,40
33661,24,26
33663,8,13
33665,7,13
33667,9,34
33668,9,20
33669,11,16
33670,11,28
33671,47,21
33673,25,29
33675,6,19
33676,19,21
33679,3,2
33682,5,8
33692,15,36
33693,18,52
33694,79,50
33695,56,38
33696,7,5
33700,5,13
33704,9,24
33706,0,2
33707,1,9
33710,13,19
33712,5,3
33713,12,11
33715,8,0
33716,55,63
33717,16,0
33719,15,25
33723,8,27
33724,8,10
33727,15,24
33730,6,7
33733,30,29
33734,4,102
33735,16,11
33736,29,50
33737,18,15
33738,0,6
33740,6,163
33741,11,12
33742,1,3
33744,11,18
33745,25,42
33747,7,6
33752,2,3
33754,0,81
33755,3,10
33757,12,44
33761,16,17
33764,8,47
33765,20,33
33766,8,20
33767,17,41
33768,12,1
33769,32,30
33775,26,15
33779,8,13
33782,15,3
33784,2,1
33790,26,40
33791,21,28
33792,19,250
33796,40,20
33797,38,47
33798,28,35
33802,2,3
33803,8,4
33804,44,26
33805,10,13
33806,48,13
33808,19,17
33809,15,16
33811,9,6
33812,3,4
33813,2,2
33814,6,16
33821,11,2
33823,0,250
33827,10,18
33834,22,35
33835,33,26
33836,32,42
33837,28,31
33838,22,26
33839,33,35
33842,89,204
33843,12,26
33844,4,44
33845,8,9
33846,4,2
33847,1,8
33848,24,15
33849,3,0
33851,39,33
33853,4,49
33854,5,63
33855,9,10
33856,9,6
33857,1,5
33860,1,3
33861,2,13
33862,0,14
33864,10,6
33865,0,12
33866,0,71
33868,3,135
33869,26,20
33870,7,94
33871,10,67
33872,7,29
33873,4,82
33874,65,205
33875,19,11
33876,30,106
33877,36,124
33878,11,41
33879,11,17
33880,0,31
33881,23,57
33885,30,32
33886,45,29
33887,24,29
33888,12,29
33889,14,22
33891,18,17
33894,10,1
33895,3,2
33897,0,2
33898,0,64
33899,20,47
33900,4,29
33901,0,17
33903,2,1
33904,34,90
33905,0,1
33910,0,73
33913,21,288
33914,5,14
33915,5,188
33917,9,19
33918,16,60
33920,33,485
33922,8,13
33923,0,29
33924,6,34
33927,11,22
33929,3,6
33930,8,26
33931,61,105
33934,5,7
33936,27,13
33937,1,37
33938,7,16
33939,18,37
33940,6,40
33941,1,193
33942,38,18
33944,8,7
33946,5,9
33947,10,21
33948,6,27
33949,13,8
33951,2,10
33957,1,0
33958,7,15
33959,9,4
33961,37,89
33962,5,6
33967,17,20
33969,4,6
33971,11,7
33973,16,12
33974,0,10
33978,9,38
33979,30,80
33980,0,72
33981,8,36
33982,23,74
33983,17,20
33984,14,9
33985,60,35
33986,1,45
33987,7,16
33989,3,1
33992,6,25
33993,27,104
33994,8,51
33995,74,122
33996,6,210
33997,6,10
33998,15,29
33999,5,20
34000,0,31
34001,10,10
34002,0,119
34003,22,33
34004,9,10
34005,7,45
34006,29,36
34007,2,3
34008,42,28
34009,10,4
34014,0,15
34015,46,52
34016,0,21
34017,2,3
34019,0,37
34020,2,36
34025,0,73
34027,26,64
34028,18,16
34029,2,1
34030,0,58
34031,23,18
34032,4,985
34033,28,52
34037,25,60
34038,22,42
34040,95,121
34041,51,18
34042,18,14
34043,11,18
34044,19,14
34045,13,13
34046,34,104
34048,35,24
34049,20,34
34051,4,49
34052,74,141
34053,10,21
34054,24,46
34056,34,44
34058,6,77
34059,6,266
34060,10,57
34061,39,61
34062,23,73
34063,2,9
34064,0,145
34065,7,14
34066,37,40
34068,23,5
34069,26,5
34070,16,15
34075,13,38
34076,17,28
34077,18,35
34078,21,16
34079,8,10
34080,16,43
34081,1,42
34083,14,6
34084,41,28
34086,42,69
34087,0,9
34088,43,53
34097,15,12
34099,17,21
34100,0,11
34101,1,52
34102,15,16
34103,10,373
34104,13,10
34105,22,47
34106,65,83
34107,15,22
34111,7,11
34113,14,21
34114,9,11
34115,14,36
34116,66,29
34117,26,39
34118,20,26
34119,36,48
34120,11,22
34121,18,25
34122,5,24
34123,16,28
34124,3,44
34125,20,20
34127,13,24
34128,48,69
34129,3,55
34130,29,147
34131,7,13
34132,1,27
34133,27,48
34134,2,18
34135,11,23
34136,0,21
34137,9,10
34138,27,15
34139,54,32
34141,8,11
34142,12,75
34143,8,4
34145,24,72
34146,16,17
34148,22,15
34149,8,22
34157,13,8
34158,16,17
34160,6,12
34162,0,63
34163,10,57
34164,74,121
34165,2,162
34167,16,15
34176,18,35
34178,28,14
34179,13,8
34180,16,35
34183,41,85
34184,39,41
34187,7,10
34190,3,51
34192,37,42
34193,13,12
34195,20,50
34196,8,31
34197,17,35
34198,12,9
34200,29,42
34202,28,39
34203,25,697
34204,22,38
34205,21,87
34206,46,193
34207,16,42
34208,1,41
34209,12,4
34211,5,22
34213,4,13
34214,45,58
34215,9,164
34217,45,31
34218,3,38
34219,1,41
34220,0,49
34221,0,13
34222,28,24
34223,1,21
34226,7,9
34227,9,26
34230,13,22
34231,1,5
34233,32,30
34234,0,7
34235,9,31
34237,16,36
34238,6,6
34239,5,5
34240,11,8
34241,16,12
34243,22,29
34244,0,2
34245,3,33
34246,15,8
34249,28,28
34251,9,20
34252,39,25
34253,45,27
34254,12,27
34255,4,13
34256,14,58
34258,10,31
34259,1,13
34260,6,18
34261,3,17
34263,2,5
34266,7,20
34268,8,13
34269,9,5
34279,42,29
34281,0,3
34282,1,13
34283,37,24
34284,31,27
34286,23,64
34288,58,135
34289,24,37
34290,2,18
34291,39,36
34292,21,32
34294,10,14
34295,15,10
34297,17,23
34299,9,4
34300,3,28
34301,10,12
34307,21,45
34310,26,65
34311,26,27
34312,23,33
34314,12,75
34316,15,19
34319,9,44
34320,0,13
34321,10,4
34323,2,1
34325,10,2
34326,30,55
34327,18,2
34333,28,19
34336,0,1
34337,40,63
34339,54,7
34341,18,2
34342,22,44
34345,15,5
34346,67,43
34347,57,65
34348,5,42
34349,43,30
34350,26,17
34351,27,11
34352,90,105
34355,28,41
34357,2,2
34359,22,19
34360,13,66
34361,17,81
34363,8,25
34364,36,130
34365,10,45
34366,10,12
34367,24,3
34368,2,30
34369,0,20
34370,6,26
34371,51,95
34372,0,1
34373,8,13
34374,19,32
34375,7,6
34377,17,16
34378,14,12
34380,20,38
34381,1,0
34383,0,3
34384,33,58
34385,17,22
34387,0,8
34391,6,65
34395,8,42
34396,2,10
34397,12,18
34398,4,7
34401,11,40
34402,64,16
34403,23,32
34408,7,8
34410,4,4
34413,6,18
34414,26,22
34417,9,8
34418,0,8
34423,45,23
34424,16,21
34426,114,158
34427,18,13
34428,17,12
34429,37,43
34430,24,36
34432,59,91
34433,24,38
34434,5,10
34436,46,141
34437,13,26
34438,15,14
34439,40,41
34446,10,8
34448,27,23
34450,5,21
34451,0,1
34453,3,8
34456,5,6
34457,9,10
34458,13,7
34459,1,5
34464,3,21
34465,4,18
34467,8,8
34471,9,0
34473,14,38
34475,5,17
34478,5,12
34479,1,48
34481,14,40
34483,45,37
34484,88,75
34486,1,4
34489,13,35
34490,7,34
34491,14,16
34492,30,86
34497,14,45
34498,12,57
34499,16,12
34503,14,15
34504,15,34
34505,16,44
34509,27,11
34510,31,38
34511,44,60
34512,15,16
34515,20,11
34516,11,10
34517,1,4
34518,4,16
34519,1,6
34522,35,62
34523,38,86
34524,30,44
34525,25,18
34528,6,101
34529,9,33
34530,12,20
34531,12,102
34534,54,47
34535,28,15
34536,25,41
34537,18,20
34539,15,26
34540,17,11
34543,3,8
34544,12,13
34546,0,93
34547,5,51
34548,0,10
34549,3,9
34550,22,6
34551,12,17
34552,11,12
34553,26,143
34554,1,4
34555,17,32
34556,11,19
34557,0,3
34558,18,86
34559,0,35
34560,8,29
34564,24,26
34565,10,83
34566,12,50
34567,30,10
34569,26,36
34571,9,43
34572,86,122
34574,0,9
34576,29,70
34579,7,6
34583,12,30
34585,26,9
34588,2,5
34591,16,14
34592,1,0
34593,3,2
34595,91,142
34596,17,8
34601,22,110
34603,23,4
34606,47,30
34609,22,11
34611,43,17
34614,0,96
34616,0,76
34618,2,20
34619,27,53
34620,3,11
34621,1,5
34623,8,8
34624,17,48
34625,7,1
34626,10,16
34627,1,209
34628,3,6
34629,1,126
34630,0,28
34631,8,54
34632,0,33
34634,18,9
34635,3,16
34636,0,16
34637,12,25
34639,45,58
34640,0,10
34643,5,25
34646,31,44
34647,55,72
34648,10,26
34649,17,15
34650,16,10
34653,59,100
34655,5,11
34656,27,38
34657,12,22
34661,3,9
34663,15,12
34664,13,33
34666,16,28
34667,28,64
34668,24,47
34669,4,41
34671,3,3
34672,34,36
34674,7,16
34675,46,38
34677,14,46
34678,10,29
34683,12,33
34685,19,21
34686,18,25
34687,10,42
34688,10,225
34689,4,11
34694,5,7
34695,0,2
34697,31,38
34698,8,8
34700,0,3
34703,7,5
34704,0,3
34705,37,47
34706,4,22
34707,40,44
34710,4,14
34711,13,7
34712,25,22
34716,2,7
34717,12,7
34720,13,9
34723,22,10
34725,2,2
34726,8,49
34728,36,67
34729,17,6
34730,4,5
34731,0,4
34732,21,32
34733,7,14
34734,46,37
34735,10,10
34739,13,64
34742,60,171
34743,18,10
34744,24,6
34745,23,61
34746,0,12
34747,4,25
34748,0,66
34752,1,19
34754,8,10
34755,25,32
34756,30,25
34761,2,7
34766,30,13
34767,11,34
34769,0,8
34772,20,29
34773,20,18
34774,13,26
34776,24,138
34777,57,105
34779,45,48
34780,32,38
34781,8,28
34782,5,85
34783,8,17
34785,13,25
34786,5,25
34788,15,10
34789,13,14
34790,24,13
34792,19,25
34795,25,47
34797,7,6
34800,5,11
34801,16,10
34804,3,0
34807,27,16
34809,21,18
34810,1,43
34811,16,20
34812,24,39
34814,0,28
34815,5,11
34816,0,3
34818,60,36
34819,62,140
34820,53,38
34821,0,3
34824,10,22
34825,3,1
34828,47,39
34830,16,64
34832,3,5
34834,19,30
34835,78,318
34837,21,41
34839,68,86
34840,14,4
34841,11,26
34842,2,43
34843,6,72
34845,19,42
34846,1,1
34847,20,9
34848,15,8
34850,23,18
34851,17,26
34853,40,13
34857,25,230
34860,8,12
34861,13,93
34863,12,18
34870,11,47
34872,4,5
34873,13,29
34874,35,40
34875,4,26
34876,3,20
34877,19,27
34878,15,19
34879,3,17
34881,2,13
34883,6,11
34889,41,30
34895,4,1
34897,13,19
34899,44,26
34903,61,54
34904,30,17
34905,17,46
34907,0,15
34910,17,14
34914,83,606
34916,0,6
34917,23,38
34918,7,37
34920,7,51
34921,3,161
34923,2,11
34926,12,15
34927,13,17
34928,14,16
34929,9,17
34930,16,25
34931,12,3
34933,13,10
34934,10,131
34935,1,11
34938,3,0
34940,5,16
34942,2,25
34943,26,11
34944,11,40
34945,34,63
34952,13,8
34954,4,9
34956,23,45
34958,10,13
34959,18,14
34960,12,9
34961,9,81
34962,6,22
34963,49,56
34964,10,5
34965,15,37
34967,1,7
34968,0,34
34969,11,19
34970,11,72
34972,10,36
34974,2,1
34975,64,47
34979,17,12
34984,19,31
34987,20,12
34989,27,64
34993,8,3
34995,25,15
34996,10,32
34997,13,109
34998,28,19
34999,6,8
35000,16,21
35002,15,26
35003,0,1
35004,14,54
35005,43,73
35008,11,15
35011,25,26
35012,0,1
35013,2,4
35015,42,31
35016,10,10
35019,4,32
35020,4,8
35021,20,14
35023,11,25
35027,13,7
35029,31,19
35032,2,12
35033,29,112
35034,0,3
35035,1,5
35036,3,0
35037,0,16
35038,0,9
35039,0,16
35040,37,36
35041,2,20
35042,11,0
35043,0,1
35044,2,5
35045,13,30
35046,1,7
35047,11,20
35048,10,16
35049,22,28
35050,4,9
35051,1,36
35053,7,72
35063,5,11
35064,1,25
35066,2,1
35071,33,70
35074,17,7
35075,19,75
35077,0,7
35079,13,19
35081,18,22
35082,27,45
35084,5,9
35085,23,30
35087,13,19
35092,7,25
35096,0,9
35099,7,7
35100,6,15
35101,3,14
35102,14,11
35103,2,4
35104,9,11
35106,13,10
35108,11,12
35109,10,11
35112,13,7
35115,185,43
35121,29,62
35122,36,64
35123,20,38
35125,1,9
35127,14,37
35129,3,12
35132,8,18
35135,27,37
35139,2,1
35143,6,24
35145,2,137
35148,0,193
35149,24,12
35155,12,102
35157,20,293
35159,2,33
35162,5,14
35165,0,6
35166,8,60
35168,15,21
35169,7,73
35170,19,15
35171,9,23
35172,7,12
35173,7,33
35174,7,86
35178,17,26
35181,9,26
35183,15,12
35185,5,6
35186,6,16
35187,13,15
35188,3,0
35191,20,28
35192,23,22
35193,25,9
35196,28,11
35199,4,26
35201,9,9
35208,27,10
35209,13,17
35210,15,21
35211,3,10
35212,3,2
35214,16,9
35216,14,16
35217,3,2
35218,16,28
35219,20,45
35220,10,14
35223,28,16
35224,12,20
35225,61,59
35226,28,14
35227,31,28
35228,22,18
35229,28,25
35230,24,13
35232,26,21
35242,35,8
35243,49,13
35244,57,79
35247,46,36
35248,26,52
35249,24,44
35253,19,135
35254,2,113
35255,21,42
35256,3,48
35257,7,238
35258,29,76
35259,65,474
35260,5,32
35262,1,352
35263,7,100
35264,38,60
35265,16,17
35266,3,8
35267,1,11
35268,12,60
35269,23,69
35270,6,31
35271,42,63
35272,6,214
35273,0,37
35274,5,55
35275,22,7
35276,6,16
35280,14,6
35281,2,4
35286,0,1
35289,21,39
35290,16,29
35291,16,7
35292,17,32
35297,6,6
35301,15,21
35304,0,7
35305,19,32
35310,1,7
35311,7,1
35315,19,4
35318,24,19
35321,26,32
35322,14,786
35323,55,25
35324,19,294
35325,0,1
35327,0,31
35328,10,35
35329,56,206
35330,21,22
35331,33,64
35332,3,344
35333,2,18
35334,7,19
35335,4,23
35336,14,45
35337,0,49
35338,8,14
35339,0,88
35340,15,25
35341,12,37
35342,19,30
35343,0,19
35344,6,41
35345,3,7
35347,27,796
35348,16,39
35349,6,55
35352,9,6
35354,11,62
35355,21,15
35356,1,2
35357,22,20
35360,17,5
35364,12,3
35366,13,11
35370,7,32
35371,1,5
35373,1,4
35375,10,9
35379,4,5
35380,21,12
35391,11,12
35392,0,1
35394,8,17
35395,5,8
35397,11,13
35398,12,27
35399,14,35
35400,47,27
35402,17,22
35403,48,40
35404,9,143
35405,37,17
35406,3,5
35408,40,67
35409,20,11
35410,15,35
35411,18,204
35412,42,16
35415,32,59
35417,6,89
35418,7,12
35419,28,77
35422,13,5
35425,19,28
35426,29,35
35428,18,1
35430,11,24
35431,15,44
35432,0,6
35433,1,7
35434,9,19
35436,64,277
35437,15,159
35438,25,464
35439,13,53
35440,63,420
35441,20,171
35442,23,28
35443,1,147
35444,18,38
35445,10,70
35446,37,42
35447,1,109
35448,8,23
35450,15,11
35451,2,14
35452,92,72
35455,17,37
35456,110,77
35462,35,16
35466,55,38
35467,14,16
35468,34,81
35469,1,123
35470,17,24
35471,20,79
35472,13,48
35473,12,76
35474,15,91
35475,3,67
35476,31,23
35477,26,120
35478,10,74
35479,7,57
35480,18,120
35481,18,28
35482,39,39
35483,2,14
35484,1,320
35485,13,86
35486,9,51
35487,12,19
35488,10,2
35490,29,40
35491,1,76
35494,21,129
35495,5,6
35497,26,38
35498,2,2
35500,57,89
35502,12,17
35503,32,62
35504,2,34
35505,41,58
35507,55,58
35510,30,21
35511,2,12
35512,51,242
35513,0,42
35514,17,124
35517,0,3
35519,10,95
35520,2,6
35523,15,10
35524,1,2
35530,6,43
35532,5,2
35533,97,4
35539,20,10
35542,31,69
35543,14,27
35544,9,41
35545,12,38
35546,11,165
35547,21,7
35548,38,70
35549,3,295
35550,40,32
35551,49,85
35552,16,93
35553,42,65
35554,7,138
35555,12,22
35556,21,20
35557,1,10
35558,20,98
35559,21,26
35561,23,45
35563,11,11
35564,14,31
35565,0,5
35566,19,31
35567,26,39
35568,7,19
35569,11,45
35570,11,13
35571,8,46
35572,2,8
35573,29,132
35574,2,611
35575,0,35
35576,1,34
35577,2,9
35579,9,84
35580,17,25
35581,9,45
35582,24,194
35583,7,46
35584,33,188
35585,0,19
35586,17,24
35587,1,66
35588,0,1
35589,2,4
35590,0,2
35591,22,54
35593,7,12
35594,17,48
35595,0,1
35597,9,23
35602,22,18
35610,4,27
35611,20,87
35612,11,13
35613,1,0
35616,6,1
35619,17,56
35620,1,12
35621,12,12
35622,23,191
35623,54,50
35624,7,55
35627,13,38
35629,49,67
35630,16,48
35632,6,2
35633,32,66
35634,13,7
35636,2,1
35638,11,7
35639,10,12
35641,8,3
35644,4,1
35652,26,10
35654,55,110
35657,68,33
35665,7,14
35666,14,38
35667,27,55
35668,7,10
35669,8,19
35670,4,2
35671,9,14
35674,14,31
35675,21,67
35676,10,22
35678,1,56
35680,9,28
35681,18,13
35682,19,39
35683,32,45
35687,0,23
35689,5,1
35693,58,72
35694,23,42
35695,38,59
35699,13,14
35700,6,36
35701,20,30
35704,15,68
35705,34,24
35709,73,67
35710,0,2
35711,26,21
35712,1,11
35714,10,22
35715,8,73
35716,7,9
35717,3,15
35720,18,61
35723,10,14
35729,13,15
35737,21,13
35739,29,19
35741,13,21
35746,4,4
35748,54,46
35751,45,17
35752,23,10
35753,20,58
35754,24,23
35755,25,84
35756,12,106
35757,1,1
35758,40,38
35760,7,6
35761,33,34
35762,36,7
35763,5,8
35764,0,1
35766,23,63
35768,50,137
35772,16,16
35773,2,2
35774,18,8
35783,0,9
35789,63,36
35790,10,21
35791,7,46
35792,46,47
35793,43,43
35794,11,40
35795,23,27
35796,8,93
35797,46,28
35798,3,10
35799,5,38
35800,19,37
35801,7,5
35802,67,64
35803,14,63
35804,1,170
35805,38,52
35809,22,85
35810,14,36
35811,21,16
35812,0,2
35814,1,0
35816,0,3
35818,0,5
35819,23,13
35824,3,7
35825,8,8
35831,0,7
35832,2,12
35833,0,383
35836,4,9
35839,15,13
35842,7,8
35843,50,60
35844,40,25
35845,26,16
35846,5,28
35847,39,66
35849,63,54
35850,5,28
35851,15,10
35852,5,2
35853,15,56
35854,78,66
35855,14,18
35856,18,17
35857,47,70
35858,40,37
35859,11,21
35860,37,103
35861,17,16
35864,24,8
35866,16,41
35867,19,10
35870,1,2
35872,12,10
35879,1,0
35881,11,8
35882,7,2
35883,8,9
35885,2,7
35887,39,21
35888,4,16
35889,26,28
35890,11,18
35891,5,7
35892,21,25
35893,7,3
35894,17,0
35898,61,29
35900,9,24
35906,0,12
35908,31,58
35909,27,17
35911,11,32
35912,15,28
35914,41,52
35916,108,128
35917,28,45
35919,16,19
35920,25,56
35921,35,23
35922,29,28
35923,34,56
35925,3,13
35927,8,36
35928,14,16
35929,0,8
35930,6,23
35931,11,47
35933,15,11
35934,0,3
35935,0,3
35937,11,16
35939,0,25
35942,0,7
35943,32,34
35944,0,6
35945,2,5
35946,0,6
35947,4,3
35952,27,28
35957,6,7
35958,57,57
35959,25,16
35964,30,16
35966,81,49
35970,20,12
35972,14,14
35978,2,1
35979,16,12
35980,19,3
35983,36,27
35984,8,22
35985,7,35
35992,24,35
35997,26,27
35998,20,40
35999,65,66
36000,0,46
36001,11,5
36003,14,34
36004,24,15
36005,31,83
36006,10,30
36007,31,42
36008,19,6
36009,10,12
36010,4,57
36013,39,73
36014,7,3
36016,36,34
36018,25,48
36020,17,38
36024,6,9
36026,28,26
36030,1,1
36031,8,10
36032,25,4
36033,8,3
36034,38,32
36037,7,20
36038,13,26
36039,9,4
36040,5,3
36042,8,30
36046,17,8
36048,1,2
36050,2,8
36052,0,10
36053,2,13
36054,36,22
36055,60,47
36056,44,51
36057,0,3
36058,2,5
36060,34,65
36061,15,34
36062,28,27
36063,21,15
36065,13,8
36067,18,22
36069,16,2
36073,43,50
36093,12,9
36098,14,22
36101,5,0
36103,3,14
36104,9,2
36105,39,40
36106,26,35
36108,16,26
36113,24,45
36118,3,63
36119,37,40
36124,17,6
36126,2,0
36128,2,3
36130,9,19
36134,0,15
36135,1,4
36137,20,23
36138,6,47
36142,18,43
36143,34,50
36145,1,5
36151,3,1
36152,13,17
36154,9,18
36155,61,63
36156,29,22
36159,17,3
36161,17,52
36162,5,22
36163,87,99
36164,17,42
36165,22,13
36169,6,11
36171,2,1
36172,9,2
36174,39,30
36175,8,15
36176,19,27
36177,29,27
36180,1,19
36182,10,10
36185,22,31
36186,15,11
36189,12,13
36191,15,25
36192,3,23
36193,11,33
36195,15,22
36197,60,59
36199,21,71
36201,25,23
36203,3,2
36204,10,0
36206,38,26
36208,35,27
36217,1,5
36219,27,44
36220,23,85
36221,14,34
36224,13,37
36228,0,1
36229,24,14
36231,22,23
36234,13,12
36241,10,32
36246,65,85
36247,4,58
36248,0,68
36249,33,75
36252,33,29
36255,0,5
36256,15,11
36268,22,21
36276,13,34
36281,24,9
36284,12,11
36285,12,4
36289,9,15
36290,0,2
36292,30,48
36299,18,10
36304,1,4
36306,1,47
36308,8,2
36309,13,25
36310,0,3
36311,0,19
36312,1,147
36313,1,11
36314,0,5
36315,11,16
36318,0,3
36322,11,9
36324,16,17
36328,17,10
36333,28,71
36338,55,4
36348,3,4
36353,8,13
36354,9,6
36356,15,17
36359,3,6
36360,29,36
36363,36,43
36368,11,13
36371,31,43
36373,2,190
36374,9,21
36375,5,25
36376,0,71
36378,0,26
36379,4,11
36380,44,86
36381,15,7
36382,25,22
36383,13,29
36386,10,45
36387,0,31
36388,6,47
36390,0,10
36391,29,75
36394,0,12
36396,36,43
36400,5,4
36401,27,26
36403,12,13
36405,5,14
36414,60,83
36416,14,5
36417,6,12
36418,61,67
36420,13,8
36421,2,5
36422,21,19
36423,3,3
36424,15,42
36425,11,14
36426,0,6
36427,13,8
36428,3,5
36429,1,13
36430,12,15
36431,15,24
36433,22,17
36434,5,19
36440,26,10
36442,17,17
36446,13,5
36447,5,5
36450,15,14
36451,22,39
36453,17,11
36459,4,3
36465,10,29
36471,0,15
36473,11,6
36474,0,20
36478,12,25
36482,25,27
36483,12,17
36485,11,56
36486,50,33
36489,1,2
36490,0,2
36493,12,11
36497,37,25
36498,11,9
36500,4,6
36501,0,5
36503,8,14
36507,6,20
36510,5,8
36511,12,15
36512,0,3
36513,14,97
36514,15,10
36515,39,21
36516,15,34
36517,16,20
36518,20,23
36519,41,30
36520,17,16
36521,3,1690
36524,19,22
36529,8,12
36532,11,3
36533,5,7
36536,8,6
36537,22,33
36546,13,36
36549,1,4
36551,23,79
36552,21,53
36553,13,5
36554,21,42
36555,8,33
36556,2,305
36575,6,126
36577,24,970
36578,18,8
36579,28,35
36582,36,20
36583,10,0
36591,28,30
36592,19,4
36596,1,4
36599,23,27
36603,19,55
36606,29,44
36609,28,22
36610,50,37
36613,52,72
36614,0,5
36615,7,0
36616,7,2
36618,38,19
36619,31,47
36620,16,17
36623,24,28
36626,44,32
36627,0,3
36630,5,5
36631,14,10
36634,15,27
36637,1,2
36639,19,7
36640,11,14
36641,3,1
36644,4,4
36645,9,6
36646,0,11
36647,4,10
36649,57,28
36651,61,69
36652,11,39
36653,16,16
36654,22,48
36655,8,18
36656,0,4
36658,36,34
36659,6,32
36660,11,12
36662,5,35
36666,6,17
36670,9,20
36671,2,0
36684,25,41
36685,27,19
36689,13,17
36691,14,29
36692,2,9
36695,19,26
36696,5,11
36697,35,66
36698,28,21
36702,2,4
36703,51,50
36704,7,17
36705,21,33
36706,3,9
36707,0,7
36708,25,91
36709,9,14
36711,39,28
36723,22,34
36727,3,15
36730,20,24
36732,19,22
36733,4,3
36734,29,50
36735,13,20
36737,14,9
