user_male,friends_male,friends_female
4687,36,16
4689,34,24
4690,15,14
4691,7,13
4694,2,22
4696,15,12
4699,28,166
4700,65,54
4702,0,2
4703,83,46
4704,24,14
4705,34,53
4706,2,4
4708,4,9
4709,0,29
4710,30,65
4711,42,37
4712,19,20
4713,6,20
4714,3,8
4715,4,67
4717,15,11
4718,37,61
4720,7,19
4722,23,68
4723,111,35
4726,17,11
4730,8,13
4732,4,12
4735,0,4
4736,0,6
4737,17,15
4738,18,6
4740,10,18
4744,0,13
4745,6,48
4746,30,45
4747,14,18
4748,17,5
4750,21,4
4752,35,53
4753,19,27
4756,19,14
4757,145,99
4760,4,16
4761,1,11
4768,33,116
4769,14,30
4773,30,48
4777,7,11
4782,21,36
4783,5,23
4786,8,11
4789,14,14
4793,18,33
4795,13,37
4797,52,42
4798,55,62
4800,120,184
4801,6,11
4802,18,24
4804,26,17
4807,9,20
4814,9,14
4819,5,22
4820,0,6
4821,26,34
4822,18,14
4823,37,20
4824,0,35
4825,1,25
4826,12,52
4827,20,65
4828,27,56
4829,0,72
4830,47,378
4831,4,5
4832,27,21
4834,1,5
4836,22,96
4837,6,9
4844,4,12
4846,21,17
4849,7,14
4850,5,18
4851,13,2
4853,12,34
4855,16,17
4856,58,102
4857,13,8
4858,22,39
4859,2,10
4860,40,26
4861,7,1
4864,1,10
4869,12,6
4870,16,12
4879,5,8
4881,15,29
4883,12,18
4886,23,17
4887,5,13
4890,10,25
4891,12,28
4893,74,68
4899,27,33
4900,6,9
4901,20,78
4908,17,32
4911,20,18
4914,31,21
4918,31,39
4919,10,15
4920,17,18
4922,4,6
4926,37,10
4927,18,11
4928,28,31
4936,0,169
4937,0,1
4938,1,1
4939,1,57
4942,7,9
4943,10,20
4946,14,54
4948,46,86
4949,20,21
4950,9,50
4951,8,18
4952,45,43
4953,2,25
4954,25,32
4955,10,19
4956,24,43
4957,26,42
4958,16,36
4959,1,19
4960,0,22
4964,6,17
4967,17,13
4968,15,4
4970,15,22
4971,26,12
4972,56,84
4976,25,7
4980,16,11
4984,3,0
4985,2,7
4988,30,18
4989,27,43
4990,17,13
4991,12,20
4993,19,65
4995,7,18
4996,0,2
4997,14,31
4998,3,48
5002,52,84
5004,31,27
5006,92,311
5007,44,181
5008,30,25
5010,0,1
5011,8,11
5012,1,3
5014,18,28
5015,7,6
5016,1,1
5017,45,33
5019,24,36
5020,11,9
5021,20,14
5030,29,12
5040,6,14
5041,11,10
5042,3,4
5047,24,50
5048,100,4
5049,31,44
5050,16,10
5053,27,38
5054,376,4
5058,21,87
5060,1,8
5062,34,51
5063,0,33
5064,2,6
5065,15,13
5067,43,47
5068,10,11
5069,25,83
5072,15,51
5073,13,20
5075,5,7
5076,61,34
5078,22,21
5080,36,51
5084,8,10
5085,12,15
5086,8,39
5087,0,81
5088,11,104
5089,7,62
5090,36,28
5091,0,10
5092,1,15
5093,16,111
5094,4,17
5095,9,10
5100,3,0
5105,0,19
5107,34,19
5111,28,32
5112,17,39
5117,24,42
5119,0,33
5120,19,9
5123,60,25
5125,58,113
5128,3,11
5129,59,102
5130,37,52
5134,7,13
5141,23,11
5142,29,941
5143,0,2
5145,89,157
5146,30,32
5147,3,44
5150,5,20
5151,17,45
5152,34,20
5157,13,5
5159,4,3
5174,40,61
5180,5,16
5184,0,2
5186,7,26
5190,5,6
5192,42,94
5193,0,3
5195,0,40
5196,28,76
5197,1,47
5198,4,13
5199,0,13
5200,21,23
5202,1,4
5203,18,116
5204,1,30
5205,2,47
5208,11,5
5211,26,39
5212,11,13
5213,1,13
5214,24,42
5219,17,3
5223,11,8
5226,11,2
5228,11,9
5231,11,22
5232,5,2
5233,32,30
5234,29,21
5235,19,43
5237,35,40
5238,23,30
5239,15,32
5240,24,28
5242,5,12
5243,26,13
5244,24,61
5245,11,0
5248,40,23
5249,30,194
5250,24,22
5251,7,15
5252,32,39
5253,1,2
5254,11,24
5255,9,40
5256,13,24
5257,14,28
5258,6,12
5259,11,32
5261,7,4
5262,1,3
5264,33,21
5265,16,27
5266,13,17
5267,27,22
5268,36,71
5269,28,23
5270,17,30
5271,33,102
5272,8,13
5273,14,137
5274,5,3
5277,6,40
5278,1,4
5279,6,14
5280,17,40
5283,32,16
5284,9,10
5294,8,9
5295,1,4
5296,3,101
5297,0,16
5298,1,3
5303,38,34
5304,27,14
5306,5,15
5307,0,7
5308,17,28
5309,76,141
5310,0,13
5312,2,3
5314,0,4
5318,14,11
5319,10,13
5321,16,17
5322,50,21
5324,34,40
5326,25,18
5329,38,67
5333,18,40
5334,44,37
5336,16,33
5338,17,25
5345,9,14
5346,22,13
5349,7,15
5350,11,18
5351,14,8
5352,11,13
5354,36,69
5358,8,7
5359,23,33
5361,9,36
5363,38,44
5364,16,33
5365,38,24
5366,1,0
5367,0,32
5368,16,73
5369,25,84
5371,43,81
5373,74,46
5374,0,1
5375,29,37
5377,23,196
5378,39,16
5381,0,35
5387,6,16
5388,3,14
5389,22,40
5393,3,9
5394,7,25
5395,29,105
5396,29,16
5397,10,16
5398,23,20
5400,6,20
5402,18,21
5403,27,54
5406,57,50
5408,12,18
5410,17,30
5412,61,41
5413,23,34
5414,49,29
5415,0,2
5417,36,191
5418,7,2
5419,20,14
5423,49,55
5424,6,5
5425,57,118
5426,12,6
5427,9,13
5429,33,23
5430,25,28
5432,44,34
5433,29,46
5434,7,4
5435,4,14
5436,3,38
5437,39,68
5438,31,36
5439,5,1
5440,22,37
5441,32,34
5442,35,19
5443,5,3
5444,52,29
5446,23,55
5447,33,10
5449,23,22
5452,13,1
5453,21,34
5454,39,32
5455,13,14
5456,14,13
5459,23,13
5460,30,22
5464,24,45
5467,23,8
5469,27,19
5470,29,24
5471,7,27
5473,20,25
5474,5,21
5476,27,58
5477,5,24
5479,9,26
5480,10,19
5481,6,24
5482,9,55
5483,19,27
5484,12,52
5488,5,27
5489,0,9
5490,15,22
5494,25,26
5495,9,30
5496,16,54
5497,14,14
5499,27,21
5500,16,21
5501,16,37
5502,7,6
5507,6,8
5508,60,10
5509,11,65
5510,28,14
5512,38,30
5514,11,16
5520,13,8
5521,20,24
5522,45,62
5524,41,43
5525,97,106
5529,35,65
5530,65,74
5534,77,68
5538,4,2
5539,23,36
5540,41,38
5546,33,71
5548,102,58
5549,37,39
5554,18,24
5556,13,30
5564,12,9
5567,10,63
5574,15,5
5577,25,33
5578,4,8
5579,2,14
5580,19,13
5582,16,35
5583,21,23
5584,31,18
5586,0,44
5587,5,10
5588,14,7
5590,0,10
5592,9,2
5593,13,42
5594,11,4
5595,24,24
5596,8,14
5597,14,19
5598,15,31
5600,11,52
5602,10,33
5603,0,2
5606,0,3
5609,30,50
5611,16,16
5613,18,29
5614,16,41
5615,8,6
5617,2,10
5618,3,9
5619,31,49
5620,41,32
5621,0,10
5622,11,4
5623,7,26
5624,31,30
5625,12,41
5626,64,119
5628,33,35
5630,3,50
5633,24,19
5635,41,55
5636,18,42
5637,87,104
5638,79,130
5640,32,72
5641,29,17
5642,46,39
5645,6,4
5648,23,21
5654,12,8
5657,18,57
5660,8,3
5664,48,72
5665,44,60
5668,16,6
5670,20,75
5671,2,11
5672,8,23
5673,3,35
5674,9,6
5675,12,47
5676,5,5
5677,19,18
5678,7,127
5679,0,1
5683,28,6
5685,21,31
5686,1,2
5688,23,37
5689,24,32
5692,25,30
5693,9,20
5694,29,12
5695,7,15
5696,14,28
5697,14,20
5698,30,16
5702,9,7
5704,40,53
5707,7,14
5710,13,22
5711,5,8
5713,42,43
5715,32,15
5717,34,20
5718,10,12
5719,5,7
5722,22,40
5731,8,19
5733,6,26
5734,7,92
5738,4,22
5740,21,49
5742,8,8
5748,21,34
5749,19,27
5751,2,3
5753,12,16
5754,11,9
5755,34,41
5757,31,51
5764,12,16
5766,4,4
5768,19,83
5770,1,2
5773,11,14
5775,14,11
5776,7,0
5777,2,2
5782,12,11
5785,17,9
5787,32,60
5791,22,83
5792,1,838
5795,3,22
5796,7,22
5797,1,7
5798,25,6
5800,9,15
5801,13,27
5804,14,50
5805,24,43
5806,9,17
5808,29,27
5810,6,6
5813,0,8
5815,3,23
5816,7,34
5817,13,9
5818,4,13
5819,40,25
5820,4,2
5821,12,55
5825,5,5
5826,17,70
5828,16,5
5830,2,7
5835,19,20
5842,11,12
5843,7,9
5845,3,25
5846,13,21
5847,8,16
5850,17,43
5854,96,95
5856,22,23
5857,10,21
5859,54,95
5860,39,51
5864,15,8
5867,3268,5495
5870,18,79
5871,36,33
5875,0,5
5876,14,7
5878,8,13
5879,20,30
5883,1,1
5886,13,40
5898,33,28
5899,8,11
5904,12,14
5908,4,4
5909,7,45
5912,119,50
5914,10,13
5915,15,19
5917,5,0
5918,61,32
5919,46,30
5923,33,40
5925,17,15
5928,26,29
5929,30,21
5930,61,21
5931,8,15
5935,2988,3796
5936,23,22
5938,14,32
5939,22,15
5942,14,32
5943,7,12
5946,23,40
5947,25,12
5949,39,34
5950,29,120
5962,22,51
5963,25,19
5966,31,17
5969,1,8
5975,70,50
5976,0,4
5977,13,14
5980,54,63
5981,32,28
5985,27,6
5987,14,19
5993,25,13
5994,86,104
5995,22,21
5997,1,9
5999,19,23
6000,2,24
6001,17,17
6002,28,8
6014,6,5
6017,13,15
6018,1,6
6022,45,93
6023,15,29
6024,20,10
6025,19,30
6026,18,15
6027,40,24
6030,5,29
6031,33,22
6032,26,478
6033,16,26
6035,32,31
6037,15,6
6039,11,11
6041,5,4
6042,15,11
6043,14,18
6046,7,25
6047,28,40
6048,27,117
6049,25,27
6050,11,17
6053,62,103
6054,30,62
6055,5,103
6058,5,13
6059,8,22
6068,6,21
6071,6,35
6074,29,30
6080,12,16
6082,13,24
6084,19,36
6085,24,30
6086,2,8
6087,0,18
6088,1,5
6089,10,11
6095,6,36
6096,6,9
6098,11,24
6101,18,26
6104,18,30
6105,45,31
6106,12,17
6108,17,31
6109,7,9
6110,9,12
6112,5,5
6114,13,13
6116,3,11
6118,32,106
6120,29,18
6125,32,17
6126,18,8
6129,48,14
6133,7,8
6138,20,4
6149,36,13
6152,4,29
6154,35,21
6157,5,9
6158,3,4
6160,25,23
6161,5,38
6164,4,10
6166,7,6
6167,43,24
6169,35,56
6172,7,8
6174,12,27
6175,6,12
6176,47,36
6180,42,57
6181,7,5
6183,16,16
6186,20,25
6187,8,19
6188,28,24
6189,19,40
6191,21,40
6193,23,34
6195,7,10
6197,6,4
6198,8,7
6199,26,10
6203,22,45
6205,17,82
6209,4,9
6210,11,13
6216,4,8
6225,42,59
6226,12,14
6227,28,52
6235,24,30
6236,2,6
6253,2,7
6259,0,5
6266,7,2
6267,21,21
6268,10,17
6269,17,38
6271,3,5
6273,15,3
6276,45,74
6277,36,14
6286,42,55
6291,18,41
6296,44,110
6305,15,11
6309,31,32
6310,5,3
6312,18,18
6313,49,67
6315,14,9
6322,18,19
6326,7,6
6327,20,18
6330,5,9
6337,40,42
6338,0,23
6340,24,36
6341,12,101
6344,9,11
6349,29,13
6350,26,30
6351,12,33
6353,28,33
6355,25,27
6356,8,1
6358,11,7
6361,19,11
6363,30,41
6365,20,39
6368,19,11
6372,6,31
6382,4,6
6383,18,18
6386,5,74
6387,4,13
6400,1,8
6404,25,22
6405,22,37
6406,6,15
6407,25,53
6410,22,21
6412,17,17
6417,16,10
6420,20,42
6423,28,72
6426,31,78
6431,20,17
6437,25,16
6438,14,14
6446,5,11
6447,30,51
6450,19,7
6460,29,28
6475,9,12
6481,40,58
6482,6,69
6484,13,19
6490,17,40
6491,12,22
6495,15,21
6498,9,7
6499,15,12
6501,7,10
6503,8,26
6506,21,29
6511,15,53
6519,1,1
6521,19,6
6523,16,12
6524,21,9
6525,25,23
6535,27,11
6536,10,24
6537,61,131
6539,14,7
6540,14,21
6541,4,5
6542,0,80
6544,72,125
6545,3,0
6546,0,26
6547,32,69
6549,4,9
6550,2,3
6551,10,12
6552,5,27
6557,4,26
6558,27,34
6559,12,37
6560,22,52
6561,10,120
6563,15,5
6564,2,2
6569,13,31
6571,27,23
6573,25,79
6575,7,26
6576,0,4
6583,34,31
6584,0,1
6585,8,23
6586,0,1
6587,29,124
6591,11,29
6594,16,21
6598,56,14
6604,16,25
6606,15,22
6618,46,27
6621,34,32
6626,21,36
6628,15,19
6631,10,9
6633,47,83
6638,16,7
6639,21,19
6640,4,16
6641,60,128
6643,10,19
6644,22,17
6646,4,11
6647,16,31
6649,34,16
6650,45,51
6651,8,15
6652,23,28
6653,5,33
6654,17,14
6655,7,4
6658,63,115
6659,9,35
6660,51,64
6661,6,2
6663,8,12
6665,15,44
6667,39,16
6671,24,18
6676,48,45
6681,17,25
6686,7,1
6690,21,24
6691,15,13
6693,43,27
6695,22,45
6697,12,21
6698,14,6
6701,26,45
6702,13,31
6704,16,35
6705,55,34
6706,12,20
6707,25,32
6708,7,9
6712,10,20
6713,33,39
6715,36,36
6718,14,14
6723,50,31
6724,7,8
6726,35,27
6728,22,11
6730,27,105
6731,19,6
6737,4,5
6743,2,9
6744,6,8
6748,7,7
6749,30,36
6751,3,86
6753,7,5
6754,16,16
6755,45,44
6756,8,2
6757,22,12
6758,13,43
6759,15,15
6761,0,9
6763,46,127
6765,26,38
6767,87,75
6768,18,38
6769,11,16
6771,13,539
6776,2,20
6777,50,91
6781,30,29
6783,45,40
6785,64,60
6787,29,40
6788,1,3
6790,0,3
6791,8,37
6792,12,3
6793,26,23
6794,1,1
6795,25,35
6796,0,302
6797,9,5
6798,10,4
6799,3,3
6800,0,1
6801,8,13
6803,1,10
6805,0,2
6806,21,11
6807,22,28
6808,0,1
6809,3,5
6810,1,558
6811,52,121
6814,10,6
6815,29,32
6816,9,27
6817,13,15
6824,7,23
6825,14,31
6826,25,44
6828,27,53
6829,7,12
6831,13,9
6832,11,21
6835,6,1
6836,17,30
6838,9,66
6839,93,127
6841,111,73
6843,4,10
6844,0,4
6845,21,9
6846,1,16
6847,6,44
6848,16,21
6850,29,16
6851,0,4
6852,10,29
6854,8,14
6855,30,25
6856,4,10
6857,14,17
6858,31,20
6863,6,22
6864,54,90
6866,20,23
6867,23,77
6869,1,15
6870,11,32
6871,11,15
6877,30,44
6878,4,8
6881,18,16
6882,10,38
6885,29,28
6891,45,33
6898,26,32
6899,42,75
6900,21,57
6901,59,64
6904,13,24
6906,19,22
6907,7,23
6910,21,26
6917,12,45
6922,6,9
6923,28,39
6924,25,28
6925,18,44
6926,46,27
6927,59,17
6929,11,5
6930,3,0
6932,10,6
6936,2,2
6938,1,0
6939,2,2
6940,27,45
6941,11,9
6942,18,11
6943,46,59
6945,24,13
6946,10,34
6947,23,20
6948,27,78
6949,4,24
6951,25,14
6952,2,26
6953,10,9
6954,25,66
6955,8,108
6956,13,18
6957,2,3
6958,1,27
6959,15,26
6961,3,9
6963,4,22
6964,6,7
6967,22,18
6968,15,3
6969,11,7
6973,27,23
6976,14,14
6977,19,36
6978,10,20
6979,8,9
6980,55,78
6981,18,76
6987,74,57
6988,7,6
6991,2,1
6992,32,43
7001,7,1
7002,6,5
7003,9,30
7007,6,3
7008,14,16
7017,6,50
7018,16,18
7020,15,31
7021,19,9
7022,15,13
7023,4,7
7028,14,3
7032,80,93
7036,9,6
7040,43,52
7041,6,64
7042,7,9
7043,2,15
7044,16,16
7045,8,19
7046,11,17
7048,5,26
7049,15,15
7050,3,2
7054,4,5
7055,9,3
7057,10,75
7058,48,73
7059,20,12
7060,9,22
7061,3,6
7062,66,25
7063,11,29
7064,0,1
7065,7,12
7068,10,35
7070,4,7
7072,18,6
7074,9,29
7075,20,58
7076,32,64
7079,55,31
7080,13,20
7082,1,4
7083,15,21
7084,5,6
7085,29,20
7088,14,20
7090,10,12
7092,23,35
7093,40,27
7094,2,0
7097,13,10
7103,12,5
7105,20,38
7109,16,17
7111,6,2
7117,13,8
7118,19,4
7122,12,11
7133,8,5
7134,15,8
7137,12,60
7138,28,30
7139,12,20
7140,21,22
7141,29,20
7142,45,59
7144,24,16
7145,39,57
7146,8,21
7147,33,17
7148,28,29
7149,18,13
7150,20,58
7151,29,63
7152,14,8
7154,7,43
7155,2,22
7160,18,4
7162,16,25
7165,21,16
7168,8,11
7169,11,21
7171,19,21
7172,30,72
7173,9,61
7174,8,10
7178,2,14
7180,34,49
7181,4,18
7182,23,10
7189,12,8
7191,31,14
7192,14,13
7193,27,19
7194,34,44
7196,33,41
7197,28,14
7201,32,34
7202,26,17
7203,23,23
7204,11,5
7206,26,29
7208,9,34
7209,16,7
7211,15,36
7213,29,21
7216,43,80
7220,23,18
7221,9,12
7224,1,49
7225,26,21
7226,24,28
7227,104,163
7230,33,36
7232,8,11
7233,26,20
7235,52,38
7236,35,132
7237,19,32
7238,6,16
7242,4,6
7243,2,7
7244,20,40
7245,11,17
7246,5,222
7247,9,12
7248,0,10
7249,24,25
7251,1,16
7252,3,30
7253,17,16
7254,13,8
7255,4,7
7256,57,42
7257,11,32
7258,14,46
7260,33,31
7262,26,29
7263,15,24
7264,19,25
7265,8,65
7266,14,15
7267,10,7
7274,44,38
7275,7,4
7276,23,87
7277,19,65
7278,2,106
7279,12,26
7280,5,16
7285,25,28
7286,10,41
7287,5,19
7288,6,15
7295,89,53
7297,15,5
7299,7,6
7303,0,28
7305,24,5
7306,12,24
7313,43,124
7315,18,19
7316,19,15
7317,57,13
7318,43,37
7321,23,32
7322,14,15
7325,6,0
7329,11,43
7330,15,10
7343,2,1
7344,6,9
7345,15,42
7350,8,16
7352,61,94
7358,62,85
7359,23,11
7360,3,22
7361,4,20
7362,0,13
7363,37,37
7364,24,9
7369,21,10
7370,18,24
7371,6,11
7372,57,14
7373,45,43
7374,79,29
7375,9,36
7376,8,8
7378,2,5
7379,17,19
7380,11,47
7381,10,12
7382,8,10
7383,18,69
7384,19,20
7386,26,99
7387,14,31
7388,51,28
7397,14,7
7398,18,6
7399,63,29
7405,26,51
7407,29,23
7408,17,27
7410,16,10
7411,16,8
7412,27,9
7415,25,8
7416,4,19
7417,10,8
7418,20,20
7420,26,39
7426,4,1
7428,33,79
7429,471,515
7435,12,3
7436,207,107
7437,136,58
7441,0,3
7442,39,22
7443,0,2
7445,8,25
7463,3,44
7464,21,88
7465,7,35
7466,32,16
7470,22,14
7472,14,27
7475,36,79
7479,8,12
7483,19,7
7484,14,4
7486,13,9
7488,17,16
7489,6,5
7490,11,10
7494,27,12
7499,5,8
7500,26,29
7501,4,7
7503,13,29
7508,10,4
7509,7,45
7516,128,80
7517,17,19
7519,889,24
7521,35,39
7522,22,28
7530,17,18
7532,19,20
7536,17,27
7537,56,84
7538,25,34
7539,0,4
7540,86,82
7541,52,33
7542,8,37
7543,15,33
7544,35,134
7546,9,39
7548,32,18
7550,22,12
7555,1,10
7556,23,932
7564,14,23
7565,2,0
7567,52,37
7569,13,12
7570,0,3
7571,22,14
7573,5,37
7574,19,18
7575,11,69
7576,7,14
7577,7,37
7579,1,6
7580,26,23
7581,5,14
7583,0,2
7584,57,25
7587,2,11
7592,34,43
7593,17,39
7595,56,51
7596,34,13
7598,43,55
7606,29,17
7607,7,150
7608,28,43
7620,26,29
7621,39,93
7622,12,8
7624,33,55
7626,35,76
7627,34,18
7628,9,20
7629,8,16
7631,30,19
7632,11,21
7644,64,113
7645,26,16
7646,28,15
7647,11,10
7649,10,9
7650,24,27
7652,60,16
7653,31,31
7654,6,17
7655,25,46
7657,28,51
7658,35,36
7660,29,3
7662,44,36
7664,21,32
7665,6,21
7666,23,9
7667,4,3
7672,0,4
7686,7,11
7689,2,3
7691,1,13
7693,8,31
7695,3,4
7696,1,0
7697,6,37
7698,5,29
7699,5,17
7700,12,15
7701,4,2
7702,1,13
7703,8,8
7704,30,26
7708,2,1
7711,15,5
7713,5,7
7725,25,10
7726,27,44
7728,8,25
7729,32,33
7731,25,90
7732,32,17
7740,12,25
7741,4,52
7742,19,19
7746,25,25
7748,30,61
7753,50,40
7756,10,34
7763,28,4
7769,27,35
7770,0,23
7776,4,1
7779,17,18
7782,49,95
7783,18,17
7784,15,16
7786,26,21
7788,16,11
7791,11,12
7794,87,33
7795,38,30
7796,21,14
7799,32,46
7802,22,40
7806,27,76
7807,22,20
7811,6,26
7812,2,29
7813,3,24
7816,37,81
7817,30,65
7818,38,82
7819,11,5
7820,16,80
7821,17,21
7824,17,12
7825,40,40
7826,12,17
7830,27,48
7831,22,113
7835,20,35
7838,3,10
7839,43,10
7841,13,572
7842,3,3
7843,7,2
7844,28,20
7845,3,99
7846,21,14
7847,21,21
7851,6,10
7854,18,16
7856,12,5
7857,37,32
7858,8,72
7864,31,37
7866,11,17
7869,63,47
7870,43,22
7871,85,58
7874,23,60
7875,32,19
7877,28,18
7885,2,0
7899,0,9
7900,0,1
7903,23,29
7904,12,23
7905,18,25
7906,9,18
7907,14,27
7908,0,116
7909,38,85
7910,1,15
7911,9,32
7912,0,8
7913,29,46
7915,19,40
7917,18,26
7919,16,45
7929,34,24
7938,29,19
7942,107,40
7947,11,13
7951,3,10
7952,7,31
7956,11,6
7957,0,50
7958,13,23
7960,12,12
7962,15,13
7963,9,20
7973,6,19
7975,36,16
7976,63,76
7978,29,98
7979,20,65
7980,11,32
7981,35,68
7984,0,48
7985,19,41
7986,3,19
7987,5,26
7988,0,1
7989,20,15
7991,37,275
7992,12,25
7994,3,43
7995,0,64
7996,0,50
7998,35,20
7999,90,81
8000,25,42
8001,13,20
8002,2,2
8003,1,0
8006,8,10
8009,18,13
8016,29,16
8019,22,109
8022,55,25
8025,5,26
8027,10,19
8028,9,42
8029,6,22
8032,13,25
8033,2,0
8034,17,12
8035,19,15
8037,38,47
8041,28,55
8043,11,6
8044,22,38
8047,21,18
8048,21,46
8052,14,14
8053,10,13
8054,46,31
8058,16,22
8059,18,8
8060,27,30
8067,85,62
8093,25,24
8097,8,53
8098,23,21
8099,33,34
8101,29,38
8103,38,15
8104,19,11
8107,25,13
8108,39,23
8110,10,25
8114,29,102
8115,4,41
8116,45,48
8117,29,21
8118,41,84
8119,26,19
8120,19,21
8124,6,10
8125,7,10
8126,32,65
8128,11,10
8131,21,21
8135,19,9
8137,32,21
8140,25,37
8143,6,2
8147,15,2
8149,16,15
8151,19,5
8153,66,12
8156,18,14
8157,23,38
8160,55,61
8161,17,42
8164,12,110
8165,8,34
8166,40,24
8167,20,70
8168,2,6
8169,25,113
8170,28,43
8171,20,44
8172,14,13
8175,9,7
8178,3,2
8179,5,4
8181,16,12
8183,62,92
8184,12,30
8185,13,10
8186,21,75
8187,3,3
8188,18,13
8190,30,57
8191,19,34
8192,6,10
8193,13,34
8194,10,24
8196,11,14
8198,3,6
8200,49,55
8201,21,22
8203,19,54
8205,7,16
8206,16,6
8207,0,1
8208,1,20
8209,0,5
8210,7,7
8211,9,26
8212,27,35
8213,53,118
8215,2,7
8216,17,48
8217,6,8
8218,23,10
8219,14,4
8220,16,55
8221,10,10
8222,31,16
8223,39,34
8225,56,42
8226,9,11
8227,13,16
8228,2,10
8230,43,17
8231,52,67
8233,38,106
8234,11,54
8235,25,22
8236,48,48
8237,7,0
8238,35,4
8239,25,47
8240,16,37
8244,15,54
8246,83,154
8248,15,175
8249,59,30
8251,19,96
8252,20,11
8254,35,63
8256,35,29
8259,8,12
8260,25,88
8262,9,8
8265,34,28
8266,4,2
8269,20,36
8270,56,36
8283,14,45
8287,15,44
8292,55,72
8294,9,17
8301,5,14
8306,13,18
8310,11,8
8317,18,38
8318,13,38
8321,16,51
8324,26,108
8326,4,55
8327,1,7
8328,8,27
8330,3,10
8331,19,24
8333,21,16
8334,33,65
8335,43,33
8336,19,15
8337,54,47
8338,25,16
8339,42,47
8340,26,24
8341,17,17
8343,50,40
8344,0,10
8345,3,116
8346,30,54
8348,1,63
8350,46,66
8351,20,30
8352,28,44
8353,1,24
8355,13,25
8357,38,30
8363,12,14
8365,36,39
8366,17,3
8370,16,52
8371,6,3
8373,28,20
8374,4,14
8375,23,7
8376,34,16
8377,27,26
8378,35,58
8379,27,58
8381,6,19
8383,11,34
8384,31,50
8389,30,23
8392,16,19
8395,14,36
8396,1,13
8397,22,71
8399,1,22
8400,33,24
8401,9,5
8403,4,9
8404,32,35
8405,19,9
8406,25,48
8408,1,1
8409,11,7
8412,4,3
8416,11,19
8418,28,10
8419,51,38
8433,52,104
8443,12,11
8444,57,49
8448,17,15
8449,20,11
8452,28,24
8453,3,11
8454,23,7
8461,17,147
8462,13,32
8463,63,108
8464,1,17
8465,8,22
8466,30,47
8467,80,153
8470,66,71
8471,4,28
8473,42,58
8478,17,11
8479,6,1
8480,24,33
8481,5,13
8485,0,12
8486,29,30
8487,1,4
8488,2,7
8494,16,10
8497,20,54
8498,2,12
8502,29,9
8503,14,12
8505,76,72
8509,5,23
8512,30,28
8513,45,53
8514,113,245
8516,19,8
8517,4,6
8520,20,16
8521,51,153
8527,14,15
8528,9,24
8530,73,36
8531,25,21
8532,50,36
8533,12,26
8534,14,43
8535,25,24
8536,16,22
8537,9,25
8541,51,113
8544,37,41
8545,8,43
8546,41,20
8547,3,216
8551,12,23
8552,6,8
8553,16,38
8554,41,70
8555,12,49
8556,7,16
8557,29,37
8560,12,7
8562,0,4
8565,29,20
8567,25,44
8568,5,115
8569,14,20
8570,9,5
8571,15,23
8572,33,49
8573,1,5
8574,41,50
8575,7,7
8576,2,73
8578,43,18
8579,32,35
8581,28,42
8583,20,19
8584,18,12
8585,37,58
8586,8,5
8587,17,14
8588,68,42
8589,52,45
8594,13,62
8595,44,44
8597,56,61
8600,16,10
8602,22,45
8603,0,4
8613,46,36
8618,43,70
8620,8,23
8621,7,6
8623,4,26
8626,16,41
8627,18,35
8629,20,25
8630,14,77
8631,35,14
8633,46,35
8636,2,6
8637,4,39
8638,8,22
8639,22,34
8640,57,82
8643,52,183
8644,2,3
8645,24,58
8646,60,136
8648,58,40
8649,0,71
8650,1,22
8651,82,144
8652,1,21
8657,14,31
8659,23,42
8660,5,12
8661,12,33
8662,12,6
8663,13,13
8664,32,55
8665,10,7
8666,13,8
8667,52,7
8668,93,82
8669,9,7
8670,27,31
8671,22,57
8672,54,59
8673,16,15
8674,19,15
8675,18,19
8676,20,46
8677,17,69
8678,11,20
8681,9,11
8684,4,2
8685,21,33
8687,60,7
8688,36,21
8689,19,77
8692,36,13
8693,49,26
8694,11,18
8695,6,16
8696,6,2
8698,8,13
8700,10,2
8704,2,1
8706,6,2
8709,12,15
8710,66,39
8713,4,2
8717,23,0
8718,7,12
8720,10,3
8721,11,14
8722,23,21
8725,15,29
8726,15,25
8728,4,12
8731,8,7
8732,28,37
8736,9,29
8739,0,198
8740,81,83
8741,63,23
8742,14,65
8743,17,16
8744,36,26
8746,25,26
8748,10,12
8750,19,32
8751,25,30
8752,44,36
8756,10,8
8759,22,59
8761,20,32
8763,0,19
8765,20,55
8772,21,12
8775,19,18
8778,38,40
8782,6,16
8786,8,58
8789,32,112
8790,58,38
8791,15,25
8793,4,9
8794,16,8
8795,15,35
8796,12,69
8797,12,23
8801,57,63
8802,1,4
8803,15,9
8804,24,32
8805,10,10
8806,15,18
8807,20,16
8808,11,51
8810,15,80
8811,0,5
8813,4,15
8816,4,5
8819,0,2
8820,2,7
8822,49,23
8826,10,18
8828,55,43
8830,18,50
8832,3,4
8833,26,69
8838,5,46
8840,55,51
8841,16,18
8842,10,10
8844,74,113
8848,21,8
8849,10,4
8850,3,16
8853,1,1
8855,24,43
8856,23,12
8858,10,27
8861,1,24
8864,7,0
8866,53,50
8868,10,14
8869,25,9
8871,23,36
8872,10,0
8873,9,10
8874,19,45
8875,1,0
8877,12,23
8878,11,9
8882,8,18
8884,13,12
8887,15,55
8888,49,25
8889,33,39
8890,111,121
8892,32,26
8894,71,57
8895,41,105
8896,48,47
8897,32,38
8898,42,88
8900,15,12
8902,26,39
8903,31,28
8904,11,88
